Question_Code,Short_Description,Related_Variables,Answer_code,Answer_meaning,Long_Description
SNYSELL,SOLD ILLEGAL DRUGS,(SEN12A),85,BAD DATA Logically assigned,"The values in this section may be inconsistent with values for variables in other sections of the interview. Items in this section were edited when respondents legitimately skipped out of these items based on prior answers in earlier sections. Otherwise, variables in one section of the interview generally were not edited to make them consistent with variables in another section of the interview. This note applies to variables in this section marked by a1. The next questions are about things you might or might not have done recently. During the past 12 months, how many times have you sold illegal drugs?"
SNYSELL,SOLD ILLEGAL DRUGS,(SEN12A),94,DON'T KNOW,"The values in this section may be inconsistent with values for variables in other sections of the interview. Items in this section were edited when respondents legitimately skipped out of these items based on prior answers in earlier sections. Otherwise, variables in one section of the interview generally were not edited to make them consistent with variables in another section of the interview. This note applies to variables in this section marked by a1. The next questions are about things you might or might not have done recently. During the past 12 months, how many times have you sold illegal drugs?"
SNYSELL,SOLD ILLEGAL DRUGS,(SEN12A),97,REFUSED,"The values in this section may be inconsistent with values for variables in other sections of the interview. Items in this section were edited when respondents legitimately skipped out of these items based on prior answers in earlier sections. Otherwise, variables in one section of the interview generally were not edited to make them consistent with variables in another section of the interview. This note applies to variables in this section marked by a1. The next questions are about things you might or might not have done recently. During the past 12 months, how many times have you sold illegal drugs?"
SNYSELL,SOLD ILLEGAL DRUGS,(SEN12A),98,BLANK (NO ANSWER),"The values in this section may be inconsistent with values for variables in other sections of the interview. Items in this section were edited when respondents legitimately skipped out of these items based on prior answers in earlier sections. Otherwise, variables in one section of the interview generally were not edited to make them consistent with variables in another section of the interview. This note applies to variables in this section marked by a1. The next questions are about things you might or might not have done recently. During the past 12 months, how many times have you sold illegal drugs?"
SNYSELL,SOLD ILLEGAL DRUGS,(SEN12A),99,LEGITIMATE SKIP,"The values in this section may be inconsistent with values for variables in other sections of the interview. Items in this section were edited when respondents legitimately skipped out of these items based on prior answers in earlier sections. Otherwise, variables in one section of the interview generally were not edited to make them consistent with variables in another section of the interview. This note applies to variables in this section marked by a1. The next questions are about things you might or might not have done recently. During the past 12 months, how many times have you sold illegal drugs?"
SNYSTOLE,STOLEN/TRIED TO STEAL ANYTHING WORTH > $50,(SEN12B),1,0 times,"During the past 12 months, how many times have you stolen or tried to steal anything worth more than $50?"
SNYSTOLE,STOLEN/TRIED TO STEAL ANYTHING WORTH > $50,(SEN12B),2,1 or 2 times,"During the past 12 months, how many times have you stolen or tried to steal anything worth more than $50?"
SNYSTOLE,STOLEN/TRIED TO STEAL ANYTHING WORTH > $50,(SEN12B),3,3 to 5 times,"During the past 12 months, how many times have you stolen or tried to steal anything worth more than $50?"
SNYSTOLE,STOLEN/TRIED TO STEAL ANYTHING WORTH > $50,(SEN12B),4,6 to 9 times,"During the past 12 months, how many times have you stolen or tried to steal anything worth more than $50?"
SNYSTOLE,STOLEN/TRIED TO STEAL ANYTHING WORTH > $50,(SEN12B),5,10 or more times,"During the past 12 months, how many times have you stolen or tried to steal anything worth more than $50?"
SNYSTOLE,STOLEN/TRIED TO STEAL ANYTHING WORTH > $50,(SEN12B),85,BAD DATA Logically assigned,"During the past 12 months, how many times have you stolen or tried to steal anything worth more than $50?"
SNYSTOLE,STOLEN/TRIED TO STEAL ANYTHING WORTH > $50,(SEN12B),94,DON'T KNOW,"During the past 12 months, how many times have you stolen or tried to steal anything worth more than $50?"
SNYSTOLE,STOLEN/TRIED TO STEAL ANYTHING WORTH > $50,(SEN12B),97,REFUSED,"During the past 12 months, how many times have you stolen or tried to steal anything worth more than $50?"
SNYSTOLE,STOLEN/TRIED TO STEAL ANYTHING WORTH > $50,(SEN12B),98,BLANK (NO ANSWER),"During the past 12 months, how many times have you stolen or tried to steal anything worth more than $50?"
SNYSTOLE,STOLEN/TRIED TO STEAL ANYTHING WORTH > $50,(SEN12B),99,LEGITIMATE SKIP,"During the past 12 months, how many times have you stolen or tried to steal anything worth more than $50?"
SNYATTAK,ATTACKED SOMEONE W/INTENT TO SERIOUSLY HURT THEM,(SEN12C),1,0 times,"During the past 12 months, how many times have you attacked someone with the intent to seriously hurt them?"
SNYATTAK,ATTACKED SOMEONE W/INTENT TO SERIOUSLY HURT THEM,(SEN12C),2,1 or 2 times,"During the past 12 months, how many times have you attacked someone with the intent to seriously hurt them?"
SNYATTAK,ATTACKED SOMEONE W/INTENT TO SERIOUSLY HURT THEM,(SEN12C),3,3 to 5 times,"During the past 12 months, how many times have you attacked someone with the intent to seriously hurt them?"
SNYATTAK,ATTACKED SOMEONE W/INTENT TO SERIOUSLY HURT THEM,(SEN12C),4,6 to 9 times,"During the past 12 months, how many times have you attacked someone with the intent to seriously hurt them?"
SNYATTAK,ATTACKED SOMEONE W/INTENT TO SERIOUSLY HURT THEM,(SEN12C),5,10 or more times,"During the past 12 months, how many times have you attacked someone with the intent to seriously hurt them?"
SNYATTAK,ATTACKED SOMEONE W/INTENT TO SERIOUSLY HURT THEM,(SEN12C),85,BAD DATA Logically assigned,"During the past 12 months, how many times have you attacked someone with the intent to seriously hurt them?"
SNYATTAK,ATTACKED SOMEONE W/INTENT TO SERIOUSLY HURT THEM,(SEN12C),94,DON'T KNOW,"During the past 12 months, how many times have you attacked someone with the intent to seriously hurt them?"
SNYATTAK,ATTACKED SOMEONE W/INTENT TO SERIOUSLY HURT THEM,(SEN12C),97,REFUSED,"During the past 12 months, how many times have you attacked someone with the intent to seriously hurt them?"
SNYATTAK,ATTACKED SOMEONE W/INTENT TO SERIOUSLY HURT THEM,(SEN12C),98,BLANK (NO ANSWER),"During the past 12 months, how many times have you attacked someone with the intent to seriously hurt them?"
SNYATTAK,ATTACKED SOMEONE W/INTENT TO SERIOUSLY HURT THEM,(SEN12C),99,LEGITIMATE SKIP,"During the past 12 months, how many times have you attacked someone with the intent to seriously hurt them?"
SNFAMJEV,HOW YOU FEEL: ADLTS TRYING MJ/CANNABIS,(SEN13B),1,Neither approve nor disapprove,How do you feel about adults trying marijuana or any cannabis product once or twice?
SNFAMJEV,HOW YOU FEEL: ADLTS TRYING MJ/CANNABIS,(SEN13B),2,Somewhat disapprove,How do you feel about adults trying marijuana or any cannabis product once or twice?
SNFAMJEV,HOW YOU FEEL: ADLTS TRYING MJ/CANNABIS,(SEN13B),3,Strongly disapprove,How do you feel about adults trying marijuana or any cannabis product once or twice?
SNFAMJEV,HOW YOU FEEL: ADLTS TRYING MJ/CANNABIS,(SEN13B),85,BAD DATA Logically assigned,How do you feel about adults trying marijuana or any cannabis product once or twice?
SNFAMJEV,HOW YOU FEEL: ADLTS TRYING MJ/CANNABIS,(SEN13B),94,DON'T KNOW,How do you feel about adults trying marijuana or any cannabis product once or twice?
SNFAMJEV,HOW YOU FEEL: ADLTS TRYING MJ/CANNABIS,(SEN13B),97,REFUSED,How do you feel about adults trying marijuana or any cannabis product once or twice?
SNFAMJEV,HOW YOU FEEL: ADLTS TRYING MJ/CANNABIS,(SEN13B),98,BLANK (NO ANSWER),How do you feel about adults trying marijuana or any cannabis product once or twice?
SNFAMJEV,HOW YOU FEEL: ADLTS TRYING MJ/CANNABIS,(SEN13B),99,LEGITIMATE SKIP,How do you feel about adults trying marijuana or any cannabis product once or twice?
SNRLGSVC,"PAST 12 MOS, HOW MANY RELIG. SERVICES",(SENRELAT),1,0 times,"During the past 12 months, how many times did you attend religious services? Please do not include special occasions such as weddings, funerals, or other special events in your answer."
SNRLGSVC,"PAST 12 MOS, HOW MANY RELIG. SERVICES",(SENRELAT),2,1 to 2 times,"During the past 12 months, how many times did you attend religious services? Please do not include special occasions such as weddings, funerals, or other special events in your answer."
SNRLGSVC,"PAST 12 MOS, HOW MANY RELIG. SERVICES",(SENRELAT),3,3 to 5 times,"During the past 12 months, how many times did you attend religious services? Please do not include special occasions such as weddings, funerals, or other special events in your answer."
SNRLGSVC,"PAST 12 MOS, HOW MANY RELIG. SERVICES",(SENRELAT),4,6 to 24 times,"During the past 12 months, how many times did you attend religious services? Please do not include special occasions such as weddings, funerals, or other special events in your answer."
SNRLGSVC,"PAST 12 MOS, HOW MANY RELIG. SERVICES",(SENRELAT),5,25 to 52 times,"During the past 12 months, how many times did you attend religious services? Please do not include special occasions such as weddings, funerals, or other special events in your answer."
SNRLGSVC,"PAST 12 MOS, HOW MANY RELIG. SERVICES",(SENRELAT),6,More than 52 times,"During the past 12 months, how many times did you attend religious services? Please do not include special occasions such as weddings, funerals, or other special events in your answer."
SNRLGSVC,"PAST 12 MOS, HOW MANY RELIG. SERVICES",(SENRELAT),85,BAD DATA Logically assigned,"During the past 12 months, how many times did you attend religious services? Please do not include special occasions such as weddings, funerals, or other special events in your answer."
SNRLGSVC,"PAST 12 MOS, HOW MANY RELIG. SERVICES",(SENRELAT),94,DON'T KNOW,"During the past 12 months, how many times did you attend religious services? Please do not include special occasions such as weddings, funerals, or other special events in your answer."
SNRLGSVC,"PAST 12 MOS, HOW MANY RELIG. SERVICES",(SENRELAT),97,REFUSED,"During the past 12 months, how many times did you attend religious services? Please do not include special occasions such as weddings, funerals, or other special events in your answer."
SNRLGSVC,"PAST 12 MOS, HOW MANY RELIG. SERVICES",(SENRELAT),98,BLANK (NO ANSWER),"During the past 12 months, how many times did you attend religious services? Please do not include special occasions such as weddings, funerals, or other special events in your answer."
SNRLGSVC,"PAST 12 MOS, HOW MANY RELIG. SERVICES",(SENRELAT),99,LEGITIMATE SKIP,"During the past 12 months, how many times did you attend religious services? Please do not include special occasions such as weddings, funerals, or other special events in your answer."
SNRLGIMP,MY RELIGIOUS BELIEFS ARE VERY IMPORTANT,(SENREBE1),1,Strongly Disagree,"These next questions are about the role that religious beliefs may play in your life. For each statement, please indicate whether you strongly disagree, disagree, agree, or strongly agree. Your religious beliefs are a very important part of your life."
SNRLGIMP,MY RELIGIOUS BELIEFS ARE VERY IMPORTANT,(SENREBE1),2,Disagree,"These next questions are about the role that religious beliefs may play in your life. For each statement, please indicate whether you strongly disagree, disagree, agree, or strongly agree. Your religious beliefs are a very important part of your life."
SNRLGIMP,MY RELIGIOUS BELIEFS ARE VERY IMPORTANT,(SENREBE1),3,Agree,"These next questions are about the role that religious beliefs may play in your life. For each statement, please indicate whether you strongly disagree, disagree, agree, or strongly agree. Your religious beliefs are a very important part of your life."
SNRLGIMP,MY RELIGIOUS BELIEFS ARE VERY IMPORTANT,(SENREBE1),4,Strongly Agree,"These next questions are about the role that religious beliefs may play in your life. For each statement, please indicate whether you strongly disagree, disagree, agree, or strongly agree. Your religious beliefs are a very important part of your life."
SNRLGIMP,MY RELIGIOUS BELIEFS ARE VERY IMPORTANT,(SENREBE1),85,BAD DATA Logically assigned,"These next questions are about the role that religious beliefs may play in your life. For each statement, please indicate whether you strongly disagree, disagree, agree, or strongly agree. Your religious beliefs are a very important part of your life."
SNRLGIMP,MY RELIGIOUS BELIEFS ARE VERY IMPORTANT,(SENREBE1),94,DON'T KNOW,"These next questions are about the role that religious beliefs may play in your life. For each statement, please indicate whether you strongly disagree, disagree, agree, or strongly agree. Your religious beliefs are a very important part of your life."
SNRLGIMP,MY RELIGIOUS BELIEFS ARE VERY IMPORTANT,(SENREBE1),97,REFUSED,"These next questions are about the role that religious beliefs may play in your life. For each statement, please indicate whether you strongly disagree, disagree, agree, or strongly agree. Your religious beliefs are a very important part of your life."
SNRLGIMP,MY RELIGIOUS BELIEFS ARE VERY IMPORTANT,(SENREBE1),98,BLANK (NO ANSWER),"These next questions are about the role that religious beliefs may play in your life. For each statement, please indicate whether you strongly disagree, disagree, agree, or strongly agree. Your religious beliefs are a very important part of your life."
SNRLGIMP,MY RELIGIOUS BELIEFS ARE VERY IMPORTANT,(SENREBE1),99,LEGITIMATE SKIP,"These next questions are about the role that religious beliefs may play in your life. For each statement, please indicate whether you strongly disagree, disagree, agree, or strongly agree. Your religious beliefs are a very important part of your life."
SNRLDCSN,MY RELIGIOUS BELIEFS INFLUENCE MY DECISIONS,(SENREBE2),1,Strongly Disagree,Your religious beliefs influence how you make decisions in your life.
SNRLDCSN,MY RELIGIOUS BELIEFS INFLUENCE MY DECISIONS,(SENREBE2),2,Disagree,Your religious beliefs influence how you make decisions in your life.
SNRLDCSN,MY RELIGIOUS BELIEFS INFLUENCE MY DECISIONS,(SENREBE2),3,Agree,Your religious beliefs influence how you make decisions in your life.
SNRLDCSN,MY RELIGIOUS BELIEFS INFLUENCE MY DECISIONS,(SENREBE2),4,Strongly Agree,Your religious beliefs influence how you make decisions in your life.
SNRLDCSN,MY RELIGIOUS BELIEFS INFLUENCE MY DECISIONS,(SENREBE2),85,BAD DATA Logically assigned,Your religious beliefs influence how you make decisions in your life.
SNRLDCSN,MY RELIGIOUS BELIEFS INFLUENCE MY DECISIONS,(SENREBE2),94,DON'T KNOW,Your religious beliefs influence how you make decisions in your life.
SNRLDCSN,MY RELIGIOUS BELIEFS INFLUENCE MY DECISIONS,(SENREBE2),97,REFUSED,Your religious beliefs influence how you make decisions in your life.
SNRLDCSN,MY RELIGIOUS BELIEFS INFLUENCE MY DECISIONS,(SENREBE2),98,BLANK (NO ANSWER),Your religious beliefs influence how you make decisions in your life.
SNRLDCSN,MY RELIGIOUS BELIEFS INFLUENCE MY DECISIONS,(SENREBE2),99,LEGITIMATE SKIP,Your religious beliefs influence how you make decisions in your life.
SNRLFRND,IT IS IMPORTANT THAT MY FRIENDS SHARE REL BELIEFS,(SENREBE3),1,Strongly Disagree,It is important that your friends share your religious beliefs.
SNRLFRND,IT IS IMPORTANT THAT MY FRIENDS SHARE REL BELIEFS,(SENREBE3),2,Disagree,It is important that your friends share your religious beliefs.
SNRLFRND,IT IS IMPORTANT THAT MY FRIENDS SHARE REL BELIEFS,(SENREBE3),3,Agree,It is important that your friends share your religious beliefs.
SNRLFRND,IT IS IMPORTANT THAT MY FRIENDS SHARE REL BELIEFS,(SENREBE3),4,Strongly Agree,It is important that your friends share your religious beliefs.
SNRLFRND,IT IS IMPORTANT THAT MY FRIENDS SHARE REL BELIEFS,(SENREBE3),85,BAD DATA Logically assigned,It is important that your friends share your religious beliefs.
SNRLFRND,IT IS IMPORTANT THAT MY FRIENDS SHARE REL BELIEFS,(SENREBE3),94,DON'T KNOW,It is important that your friends share your religious beliefs.
SNRLFRND,IT IS IMPORTANT THAT MY FRIENDS SHARE REL BELIEFS,(SENREBE3),97,REFUSED,It is important that your friends share your religious beliefs.
SNRLFRND,IT IS IMPORTANT THAT MY FRIENDS SHARE REL BELIEFS,(SENREBE3),98,BLANK (NO ANSWER),It is important that your friends share your religious beliefs.
SNRLFRND,IT IS IMPORTANT THAT MY FRIENDS SHARE REL BELIEFS,(SENREBE3),99,LEGITIMATE SKIP,It is important that your friends share your religious beliefs.
YEATNDYR,ATTENDED ANY TYPE OF SCHOOL PAST 12 MONTHS,(YE09),1,Yes,"The values in this section may be inconsistent with values for variables in other sections of the interview. Items in this section were edited when respondents legitimately skipped out of these items based on prior answers in earlier sections. Otherwise, variables in one section of the interview generally were not edited to make them consistent with variables in another section of the interview. This note applies to variables in this section marked by a1. The next questions are about school. By ""school,"" we mean elementary school, junior high or middle school, high school, or a college or university. Please include home schooling as well. Have you attended any type of school at any time during the past 12 months?"
YEATNDYR,ATTENDED ANY TYPE OF SCHOOL PAST 12 MONTHS,(YE09),2,No,"The values in this section may be inconsistent with values for variables in other sections of the interview. Items in this section were edited when respondents legitimately skipped out of these items based on prior answers in earlier sections. Otherwise, variables in one section of the interview generally were not edited to make them consistent with variables in another section of the interview. This note applies to variables in this section marked by a1. The next questions are about school. By ""school,"" we mean elementary school, junior high or middle school, high school, or a college or university. Please include home schooling as well. Have you attended any type of school at any time during the past 12 months?"
YEATNDYR,ATTENDED ANY TYPE OF SCHOOL PAST 12 MONTHS,(YE09),85,BAD DATA Logically assigned,"The values in this section may be inconsistent with values for variables in other sections of the interview. Items in this section were edited when respondents legitimately skipped out of these items based on prior answers in earlier sections. Otherwise, variables in one section of the interview generally were not edited to make them consistent with variables in another section of the interview. This note applies to variables in this section marked by a1. The next questions are about school. By ""school,"" we mean elementary school, junior high or middle school, high school, or a college or university. Please include home schooling as well. Have you attended any type of school at any time during the past 12 months?"
YEATNDYR,ATTENDED ANY TYPE OF SCHOOL PAST 12 MONTHS,(YE09),94,DON'T KNOW,"The values in this section may be inconsistent with values for variables in other sections of the interview. Items in this section were edited when respondents legitimately skipped out of these items based on prior answers in earlier sections. Otherwise, variables in one section of the interview generally were not edited to make them consistent with variables in another section of the interview. This note applies to variables in this section marked by a1. The next questions are about school. By ""school,"" we mean elementary school, junior high or middle school, high school, or a college or university. Please include home schooling as well. Have you attended any type of school at any time during the past 12 months?"
YEATNDYR,ATTENDED ANY TYPE OF SCHOOL PAST 12 MONTHS,(YE09),97,REFUSED,"The values in this section may be inconsistent with values for variables in other sections of the interview. Items in this section were edited when respondents legitimately skipped out of these items based on prior answers in earlier sections. Otherwise, variables in one section of the interview generally were not edited to make them consistent with variables in another section of the interview. This note applies to variables in this section marked by a1. The next questions are about school. By ""school,"" we mean elementary school, junior high or middle school, high school, or a college or university. Please include home schooling as well. Have you attended any type of school at any time during the past 12 months?"
YEATNDYR,ATTENDED ANY TYPE OF SCHOOL PAST 12 MONTHS,(YE09),98,BLANK (NO ANSWER),"The values in this section may be inconsistent with values for variables in other sections of the interview. Items in this section were edited when respondents legitimately skipped out of these items based on prior answers in earlier sections. Otherwise, variables in one section of the interview generally were not edited to make them consistent with variables in another section of the interview. This note applies to variables in this section marked by a1. The next questions are about school. By ""school,"" we mean elementary school, junior high or middle school, high school, or a college or university. Please include home schooling as well. Have you attended any type of school at any time during the past 12 months?"
YEATNDYR,ATTENDED ANY TYPE OF SCHOOL PAST 12 MONTHS,(YE09),99,LEGITIMATE SKIP,"The values in this section may be inconsistent with values for variables in other sections of the interview. Items in this section were edited when respondents legitimately skipped out of these items based on prior answers in earlier sections. Otherwise, variables in one section of the interview generally were not edited to make them consistent with variables in another section of the interview. This note applies to variables in this section marked by a1. The next questions are about school. By ""school,"" we mean elementary school, junior high or middle school, high school, or a college or university. Please include home schooling as well. Have you attended any type of school at any time during the past 12 months?"
YEHMSLYR,HOME SCHOOLED AT ANY TIME DURING THE PAST 12 MOS,(YE09A),1,Yes,Some parents decide to educate their children at home rather than send them to school. Have you been home-schooled at any time during the past 12 months?
YEHMSLYR,HOME SCHOOLED AT ANY TIME DURING THE PAST 12 MOS,(YE09A),2,No,Some parents decide to educate their children at home rather than send them to school. Have you been home-schooled at any time during the past 12 months?
YEHMSLYR,HOME SCHOOLED AT ANY TIME DURING THE PAST 12 MOS,(YE09A),85,BAD DATA Logically assigned,Some parents decide to educate their children at home rather than send them to school. Have you been home-schooled at any time during the past 12 months?
YEHMSLYR,HOME SCHOOLED AT ANY TIME DURING THE PAST 12 MOS,(YE09A),94,DON'T KNOW,Some parents decide to educate their children at home rather than send them to school. Have you been home-schooled at any time during the past 12 months?
YEHMSLYR,HOME SCHOOLED AT ANY TIME DURING THE PAST 12 MOS,(YE09A),97,REFUSED,Some parents decide to educate their children at home rather than send them to school. Have you been home-schooled at any time during the past 12 months?
YEHMSLYR,HOME SCHOOLED AT ANY TIME DURING THE PAST 12 MOS,(YE09A),98,BLANK (NO ANSWER),Some parents decide to educate their children at home rather than send them to school. Have you been home-schooled at any time during the past 12 months?
YEHMSLYR,HOME SCHOOLED AT ANY TIME DURING THE PAST 12 MOS,(YE09A),99,LEGITIMATE SKIP,Some parents decide to educate their children at home rather than send them to school. Have you been home-schooled at any time during the past 12 months?
YESCHFLT,HOW YOU FELT OVERALL ABT GOING TO SCHL PAST 12 MOS,(YE10),1,You liked going to school a lot,Which of the statements below best describes how you felt overall about going to school during the past 12 months?
YESCHFLT,HOW YOU FELT OVERALL ABT GOING TO SCHL PAST 12 MOS,(YE10),2,You kind of liked going to school,Which of the statements below best describes how you felt overall about going to school during the past 12 months?
YESCHFLT,HOW YOU FELT OVERALL ABT GOING TO SCHL PAST 12 MOS,(YE10),3,You didn't like going to school very much,Which of the statements below best describes how you felt overall about going to school during the past 12 months?
YESCHFLT,HOW YOU FELT OVERALL ABT GOING TO SCHL PAST 12 MOS,(YE10),4,You hated going to school,Which of the statements below best describes how you felt overall about going to school during the past 12 months?
YESCHFLT,HOW YOU FELT OVERALL ABT GOING TO SCHL PAST 12 MOS,(YE10),85,BAD DATA Logically assigned,Which of the statements below best describes how you felt overall about going to school during the past 12 months?
YESCHFLT,HOW YOU FELT OVERALL ABT GOING TO SCHL PAST 12 MOS,(YE10),94,DON'T KNOW,Which of the statements below best describes how you felt overall about going to school during the past 12 months?
YESCHFLT,HOW YOU FELT OVERALL ABT GOING TO SCHL PAST 12 MOS,(YE10),97,REFUSED,Which of the statements below best describes how you felt overall about going to school during the past 12 months?
YESCHFLT,HOW YOU FELT OVERALL ABT GOING TO SCHL PAST 12 MOS,(YE10),98,BLANK (NO ANSWER),Which of the statements below best describes how you felt overall about going to school during the past 12 months?
YESCHFLT,HOW YOU FELT OVERALL ABT GOING TO SCHL PAST 12 MOS,(YE10),99,LEGITIMATE SKIP,Which of the statements below best describes how you felt overall about going to school during the past 12 months?
YESCHWRK,HOW OFTEN FELT SCHL WORK MEANINGFUL PST 12 MOS,(YE11),1,Always,"During the past 12 months, how often did you feel that the school work you were assigned to do was meaningful and important?"
YESCHWRK,HOW OFTEN FELT SCHL WORK MEANINGFUL PST 12 MOS,(YE11),2,Sometimes,"During the past 12 months, how often did you feel that the school work you were assigned to do was meaningful and important?"
YESCHWRK,HOW OFTEN FELT SCHL WORK MEANINGFUL PST 12 MOS,(YE11),3,Seldom,"During the past 12 months, how often did you feel that the school work you were assigned to do was meaningful and important?"
YESCHWRK,HOW OFTEN FELT SCHL WORK MEANINGFUL PST 12 MOS,(YE11),4,Never,"During the past 12 months, how often did you feel that the school work you were assigned to do was meaningful and important?"
YESCHWRK,HOW OFTEN FELT SCHL WORK MEANINGFUL PST 12 MOS,(YE11),85,BAD DATA Logically assigned,"During the past 12 months, how often did you feel that the school work you were assigned to do was meaningful and important?"
YESCHWRK,HOW OFTEN FELT SCHL WORK MEANINGFUL PST 12 MOS,(YE11),94,DON'T KNOW,"During the past 12 months, how often did you feel that the school work you were assigned to do was meaningful and important?"
YESCHWRK,HOW OFTEN FELT SCHL WORK MEANINGFUL PST 12 MOS,(YE11),97,REFUSED,"During the past 12 months, how often did you feel that the school work you were assigned to do was meaningful and important?"
YESCHWRK,HOW OFTEN FELT SCHL WORK MEANINGFUL PST 12 MOS,(YE11),98,BLANK (NO ANSWER),"During the past 12 months, how often did you feel that the school work you were assigned to do was meaningful and important?"
YESCHWRK,HOW OFTEN FELT SCHL WORK MEANINGFUL PST 12 MOS,(YE11),99,LEGITIMATE SKIP,"During the past 12 months, how often did you feel that the school work you were assigned to do was meaningful and important?"
YESCHIMP,HOW IMPT THINGS LEARNED PST 12 MOS ARE GOING TO BE,(YE12),1,Very important,How important do you think the things you have learned in school during the past 12 months are going to be to you later in life?
YESCHIMP,HOW IMPT THINGS LEARNED PST 12 MOS ARE GOING TO BE,(YE12),2,Somewhat important,How important do you think the things you have learned in school during the past 12 months are going to be to you later in life?
YESCHIMP,HOW IMPT THINGS LEARNED PST 12 MOS ARE GOING TO BE,(YE12),3,Somewhat unimportant,How important do you think the things you have learned in school during the past 12 months are going to be to you later in life?
YESCHIMP,HOW IMPT THINGS LEARNED PST 12 MOS ARE GOING TO BE,(YE12),4,Very unimportant,How important do you think the things you have learned in school during the past 12 months are going to be to you later in life?
YESCHIMP,HOW IMPT THINGS LEARNED PST 12 MOS ARE GOING TO BE,(YE12),85,BAD DATA Logically assigned,How important do you think the things you have learned in school during the past 12 months are going to be to you later in life?
YESCHIMP,HOW IMPT THINGS LEARNED PST 12 MOS ARE GOING TO BE,(YE12),94,DON'T KNOW,How important do you think the things you have learned in school during the past 12 months are going to be to you later in life?
YESCHIMP,HOW IMPT THINGS LEARNED PST 12 MOS ARE GOING TO BE,(YE12),97,REFUSED,How important do you think the things you have learned in school during the past 12 months are going to be to you later in life?
YESCHIMP,HOW IMPT THINGS LEARNED PST 12 MOS ARE GOING TO BE,(YE12),98,BLANK (NO ANSWER),How important do you think the things you have learned in school during the past 12 months are going to be to you later in life?
YESCHIMP,HOW IMPT THINGS LEARNED PST 12 MOS ARE GOING TO BE,(YE12),99,LEGITIMATE SKIP,How important do you think the things you have learned in school during the past 12 months are going to be to you later in life?
YESCHINT,HOW INTERESTING ARE COURSES AT SCHL PAST 12 MONTHS,(YE13),1,Very interesting,How interesting do you think most of your courses at school during the past 12 months have been?
YESCHINT,HOW INTERESTING ARE COURSES AT SCHL PAST 12 MONTHS,(YE13),2,Somewhat interesting,How interesting do you think most of your courses at school during the past 12 months have been?
YESCHINT,HOW INTERESTING ARE COURSES AT SCHL PAST 12 MONTHS,(YE13),3,Somewhat boring,How interesting do you think most of your courses at school during the past 12 months have been?
YESCHINT,HOW INTERESTING ARE COURSES AT SCHL PAST 12 MONTHS,(YE13),4,Very boring,How interesting do you think most of your courses at school during the past 12 months have been?
YESCHINT,HOW INTERESTING ARE COURSES AT SCHL PAST 12 MONTHS,(YE13),85,BAD DATA Logically assigned,How interesting do you think most of your courses at school during the past 12 months have been?
YESCHINT,HOW INTERESTING ARE COURSES AT SCHL PAST 12 MONTHS,(YE13),94,DON'T KNOW,How interesting do you think most of your courses at school during the past 12 months have been?
YESCHINT,HOW INTERESTING ARE COURSES AT SCHL PAST 12 MONTHS,(YE13),97,REFUSED,How interesting do you think most of your courses at school during the past 12 months have been?
YESCHINT,HOW INTERESTING ARE COURSES AT SCHL PAST 12 MONTHS,(YE13),98,BLANK (NO ANSWER),How interesting do you think most of your courses at school during the past 12 months have been?
YESCHINT,HOW INTERESTING ARE COURSES AT SCHL PAST 12 MONTHS,(YE13),99,LEGITIMATE SKIP,How interesting do you think most of your courses at school during the past 12 months have been?
YETCGJOB,HOW OFTEN TCHR SAY DOING A GOOD JOB PAST 12 MONTHS,(YE14),1,Always,"During the past 12 months, how often did your teachers at school let you know when you were doing a good job with you school work?"
YETCGJOB,HOW OFTEN TCHR SAY DOING A GOOD JOB PAST 12 MONTHS,(YE14),2,Sometimes,"During the past 12 months, how often did your teachers at school let you know when you were doing a good job with you school work?"
YETCGJOB,HOW OFTEN TCHR SAY DOING A GOOD JOB PAST 12 MONTHS,(YE14),3,Seldom,"During the past 12 months, how often did your teachers at school let you know when you were doing a good job with you school work?"
YETCGJOB,HOW OFTEN TCHR SAY DOING A GOOD JOB PAST 12 MONTHS,(YE14),4,Never,"During the past 12 months, how often did your teachers at school let you know when you were doing a good job with you school work?"
YETCGJOB,HOW OFTEN TCHR SAY DOING A GOOD JOB PAST 12 MONTHS,(YE14),85,BAD DATA Logically assigned,"During the past 12 months, how often did your teachers at school let you know when you were doing a good job with you school work?"
YETCGJOB,HOW OFTEN TCHR SAY DOING A GOOD JOB PAST 12 MONTHS,(YE14),94,DON'T KNOW,"During the past 12 months, how often did your teachers at school let you know when you were doing a good job with you school work?"
YETCGJOB,HOW OFTEN TCHR SAY DOING A GOOD JOB PAST 12 MONTHS,(YE14),97,REFUSED,"During the past 12 months, how often did your teachers at school let you know when you were doing a good job with you school work?"
YETCGJOB,HOW OFTEN TCHR SAY DOING A GOOD JOB PAST 12 MONTHS,(YE14),98,BLANK (NO ANSWER),"During the past 12 months, how often did your teachers at school let you know when you were doing a good job with you school work?"
YETCGJOB,HOW OFTEN TCHR SAY DOING A GOOD JOB PAST 12 MONTHS,(YE14),99,LEGITIMATE SKIP,"During the past 12 months, how often did your teachers at school let you know when you were doing a good job with you school work?"
YELSTGRD,GRADES FOR LAST SEMESTER/GRADING PERIOD COMPLETED,(YE15),1,"An ""A+"", ""A"" or ""A-minus"" average",What were your grades for the last semester or grading period you completed?
