Question_Code,Short_description,Answer_code,Answer_meaning
T_CLI10_D,"Residential clients, long-term detoxification -- for DUI/DWI facilities (Q.32a)",1,0-6
T_CLI10_D,"Residential clients, long-term detoxification -- for DUI/DWI facilities (Q.32a)",2,7-12
T_CLI10_D,"Residential clients, long-term detoxification -- for DUI/DWI facilities (Q.32a)",3,13-20
T_CLI10_D,"Residential clients, long-term detoxification -- for DUI/DWI facilities (Q.32a)",4,21-40
T_CLI10_D,"Residential clients, long-term detoxification -- for DUI/DWI facilities (Q.32a)",5,41+
T_CLI10_O,"Residential clients, long-term detoxification -- for OTP facilities (Q.32a)",.,Logical skip
T_CLI10_O,"Residential clients, long-term detoxification -- for OTP facilities (Q.32a)",1,0-7
T_CLI10_O,"Residential clients, long-term detoxification -- for OTP facilities (Q.32a)",2,8-16
T_CLI10_O,"Residential clients, long-term detoxification -- for OTP facilities (Q.32a)",3,17-40
T_CLI10_O,"Residential clients, long-term detoxification -- for OTP facilities (Q.32a)",4,41-70
T_CLI10_O,"Residential clients, long-term detoxification -- for OTP facilities (Q.32a)",5,71+
T_CLI10_X,"Residential clients, long-term detoxification -- for non-OTP and non-DUI/DWI facilities (Q.32a)",.,Logical skip
T_CLI10_X,"Residential clients, long-term detoxification -- for non-OTP and non-DUI/DWI facilities (Q.32a)",1,0-8
T_CLI10_X,"Residential clients, long-term detoxification -- for non-OTP and non-DUI/DWI facilities (Q.32a)",2,9-14
T_CLI10_X,"Residential clients, long-term detoxification -- for non-OTP and non-DUI/DWI facilities (Q.32a)",3,15-20
T_CLI10_X,"Residential clients, long-term detoxification -- for non-OTP and non-DUI/DWI facilities (Q.32a)",4,21-34
T_CLI10_X,"Residential clients, long-term detoxification -- for non-OTP and non-DUI/DWI facilities (Q.32a)",5,35+
T_CLIHI_D,Total number of hospital inpatients -- for DUI_DWI facilities (Q.31a),.,Logical skip
T_CLIHI_D,Total number of hospital inpatients -- for DUI_DWI facilities (Q.31a),1,0-4
T_CLIHI_D,Total number of hospital inpatients -- for DUI_DWI facilities (Q.31a),2,5-8
T_CLIHI_D,Total number of hospital inpatients -- for DUI_DWI facilities (Q.31a),3,9-16
T_CLIHI_D,Total number of hospital inpatients -- for DUI_DWI facilities (Q.31a),4,17-30
T_CLIHI_D,Total number of hospital inpatients -- for DUI_DWI facilities (Q.31a),5,31+
T_CLIHI_O,Total number of hospital inpatients -- for OTP facilities (Q.31a),.,Logical skip
T_CLIHI_O,Total number of hospital inpatients -- for OTP facilities (Q.31a),1,0-8
T_CLIHI_O,Total number of hospital inpatients -- for OTP facilities (Q.31a),2,9-15
T_CLIHI_O,Total number of hospital inpatients -- for OTP facilities (Q.31a),3,16-25
T_CLIHI_O,Total number of hospital inpatients -- for OTP facilities (Q.31a),4,26-44
T_CLIHI_O,Total number of hospital inpatients -- for OTP facilities (Q.31a),5,45+
T_CLIHI_X,Total number of hospital inpatients -- for non-OTP and non-DUI_DWI facilities (Q.31a),.,Logical skip
T_CLIHI_X,Total number of hospital inpatients -- for non-OTP and non-DUI_DWI facilities (Q.31a),1,0-4
T_CLIHI_X,Total number of hospital inpatients -- for non-OTP and non-DUI_DWI facilities (Q.31a),2,5-8
T_CLIHI_X,Total number of hospital inpatients -- for non-OTP and non-DUI_DWI facilities (Q.31a),3,9-15
T_CLIHI_X,Total number of hospital inpatients -- for non-OTP and non-DUI_DWI facilities (Q.31a),4,16-27
T_CLIHI_X,Total number of hospital inpatients -- for non-OTP and non-DUI_DWI facilities (Q.31a),5,28+
T_CLIML_D,"Outpatient clients, methadone maintenance -- for DUI_DWI facilities (Q.33a)",.,Logical skip
T_CLIML_D,"Outpatient clients, methadone maintenance -- for DUI_DWI facilities (Q.33a)",1,0-4
T_CLIML_D,"Outpatient clients, methadone maintenance -- for DUI_DWI facilities (Q.33a)",2,5-10
T_CLIML_D,"Outpatient clients, methadone maintenance -- for DUI_DWI facilities (Q.33a)",3,11-21
T_CLIML_D,"Outpatient clients, methadone maintenance -- for DUI_DWI facilities (Q.33a)",4,22-49
T_CLIML_D,"Outpatient clients, methadone maintenance -- for DUI_DWI facilities (Q.33a)",5,50+
T_CLIML_O,"Outpatient clients, methadone maintenance -- for OTP facilities (Q.33a)",.,Logical skip
T_CLIML_O,"Outpatient clients, methadone maintenance -- for OTP facilities (Q.33a)",1,0-115
T_CLIML_O,"Outpatient clients, methadone maintenance -- for OTP facilities (Q.33a)",2,116-200
T_CLIML_O,"Outpatient clients, methadone maintenance -- for OTP facilities (Q.33a)",3,201-300
T_CLIML_O,"Outpatient clients, methadone maintenance -- for OTP facilities (Q.33a)",4,301-460
T_CLIML_O,"Outpatient clients, methadone maintenance -- for OTP facilities (Q.33a)",5,461+
T_CLIML_X,"Outpatient clients, methadone maintenance -- for non-OTP and non-DUI_DWI facilities (Q.33a)",.,Logical skip
T_CLIML_X,"Outpatient clients, methadone maintenance -- for non-OTP and non-DUI_DWI facilities (Q.33a)",1,0-5
T_CLIML_X,"Outpatient clients, methadone maintenance -- for non-OTP and non-DUI_DWI facilities (Q.33a)",2,6-15
T_CLIML_X,"Outpatient clients, methadone maintenance -- for non-OTP and non-DUI_DWI facilities (Q.33a)",3,16-34
T_CLIML_X,"Outpatient clients, methadone maintenance -- for non-OTP and non-DUI_DWI facilities (Q.33a)",4,35-90
T_CLIML_X,"Outpatient clients, methadone maintenance -- for non-OTP and non-DUI_DWI facilities (Q.33a)",5,91+
T_CLIOP_D,Total number of outpatient clients -- for DUI_DWI facilities (Q.33a),.,Logical skip
T_CLIOP_D,Total number of outpatient clients -- for DUI_DWI facilities (Q.33a),1,0-19
T_CLIOP_D,Total number of outpatient clients -- for DUI_DWI facilities (Q.33a),2,20-39
T_CLIOP_D,Total number of outpatient clients -- for DUI_DWI facilities (Q.33a),3,40-69
T_CLIOP_D,Total number of outpatient clients -- for DUI_DWI facilities (Q.33a),4,70-131
T_CLIOP_D,Total number of outpatient clients -- for DUI_DWI facilities (Q.33a),5,132+
T_CLIOP_O,Total number of outpatient clients -- for OTP facilities (Q.33a),.,Logical skip
T_CLIOP_O,Total number of outpatient clients -- for OTP facilities (Q.33a),1,0-130
T_CLIOP_O,Total number of outpatient clients -- for OTP facilities (Q.33a),2,131-220
T_CLIOP_O,Total number of outpatient clients -- for OTP facilities (Q.33a),3,221-325
T_CLIOP_O,Total number of outpatient clients -- for OTP facilities (Q.33a),4,326-499
T_CLIOP_O,Total number of outpatient clients -- for OTP facilities (Q.33a),5,500+
T_CLIOP_X,Total number of outpatient clients -- for non-OTP and non-DUI_DWI facilities (Q.33a),.,Logical skip
T_CLIOP_X,Total number of outpatient clients -- for non-OTP and non-DUI_DWI facilities (Q.33a),1,0-12
T_CLIOP_X,Total number of outpatient clients -- for non-OTP and non-DUI_DWI facilities (Q.33a),2,13-27
T_CLIOP_X,Total number of outpatient clients -- for non-OTP and non-DUI_DWI facilities (Q.33a),3,28-51
T_CLIOP_X,Total number of outpatient clients -- for non-OTP and non-DUI_DWI facilities (Q.33a),4,52-106
T_CLIOP_X,Total number of outpatient clients -- for non-OTP and non-DUI_DWI facilities (Q.33a),5,107+
T_CLIRC_D,Total number of residential clients -- for DUI_DWI facilities (Q.32a),.,Logical skip
T_CLIRC_D,Total number of residential clients -- for DUI_DWI facilities (Q.32a),1,0-10
T_CLIRC_D,Total number of residential clients -- for DUI_DWI facilities (Q.32a),2,11-17
T_CLIRC_D,Total number of residential clients -- for DUI_DWI facilities (Q.32a),3,18-28
T_CLIRC_D,Total number of residential clients -- for DUI_DWI facilities (Q.32a),4,29-50
T_CLIRC_D,Total number of residential clients -- for DUI_DWI facilities (Q.32a),5,51+
T_CLIRC_O,Total number of residential clients -- for OTP facilities (Q.32a),.,Logical skip
T_CLIRC_O,Total number of residential clients -- for OTP facilities (Q.32a),1,0-16
T_CLIRC_O,Total number of residential clients -- for OTP facilities (Q.32a),2,17-26
T_CLIRC_O,Total number of residential clients -- for OTP facilities (Q.32a),3,27-41
T_CLIRC_O,Total number of residential clients -- for OTP facilities (Q.32a),4,42-78
T_CLIRC_O,Total number of residential clients -- for OTP facilities (Q.32a),5,79+
T_CLIRC_X,Total number of residential clients -- for non-OTP and non-DUI_DWI facilities (Q.32a),.,Logical skip
T_CLIRC_X,Total number of residential clients -- for non-OTP and non-DUI_DWI facilities (Q.32a),1,0-10
T_CLIRC_X,Total number of residential clients -- for non-OTP and non-DUI_DWI facilities (Q.32a),2,11-15
T_CLIRC_X,Total number of residential clients -- for non-OTP and non-DUI_DWI facilities (Q.32a),3,16-23
T_CLIRC_X,Total number of residential clients -- for non-OTP and non-DUI_DWI facilities (Q.32a),4,24-40
T_CLIRC_X,Total number of residential clients -- for non-OTP and non-DUI_DWI facilities (Q.32a),5,41+
