Question_Code,Short_description,Answer_code,Answer_meaning,Long_description
RCLEGALTOTNONFOREN,"Total clients/patients, involuntary, unrolled (non-forensic) status at this",31-40,31-40,
RCLEGALTOTNONFOREN,"Total clients/patients, involuntary, unrolled (non-forensic) status at this",41-50,41-50,
RCLEGALTOTNONFOREN,"Total clients/patients, involuntary, unrolled (non-forensic) status at this",51-75,51-75,
RCLEGALTOTNONFOREN,"Total clients/patients, involuntary, unrolled (non-forensic) status at this",101-250,101-250,
RCLEGALTOTNONFOREN,"Total clients/patients, involuntary, unrolled (non-forensic) status at this",L,Logical Skip,
RCLEGALTOTNONFOREN,"Total clients/patients, involuntary, unrolled (non-forensic) status at this",M,Missing Data,
RCLEGALPERNONFOREN,"Percent clients/patients, involuntary (non-forensic) status at this 24-hour hospital residential facility (Q.D11c)",0,0,
RCLEGALPERNONFOREN,"Percent clients/patients, involuntary (non-forensic) status at this 24-hour hospital residential facility (Q.D11c)",1-10,1-10,
RCLEGALPERNONFOREN,"Percent clients/patients, involuntary (non-forensic) status at this 24-hour hospital residential facility (Q.D11c)",11-20,11-20,
RCLEGALPERNONFOREN,"Percent clients/patients, involuntary (non-forensic) status at this 24-hour hospital residential facility (Q.D11c)",21-30,21-30,
RCLEGALPERNONFOREN,"Percent clients/patients, involuntary (non-forensic) status at this 24-hour hospital residential facility (Q.D11c)",31-40,31-40,
RCLEGALPERNONFOREN,"Percent clients/patients, involuntary (non-forensic) status at this 24-hour hospital residential facility (Q.D11c)",41-50,41-50,
RCLEGALPERNONFOREN,"Percent clients/patients, involuntary (non-forensic) status at this 24-hour hospital residential facility (Q.D11c)",61-70,61-70,
RCLEGALPERNONFOREN,"Percent clients/patients, involuntary (non-forensic) status at this 24-hour hospital residential facility (Q.D11c)",71-80,71-80,
RCLEGALPERNONFOREN,"Percent clients/patients, involuntary (non-forensic) status at this 24-hour hospital residential facility (Q.D11c)",81-90,81-90,
RCLEGALPERNONFOREN,"Percent clients/patients, involuntary (non-forensic) status at this 24-hour hospital residential facility (Q.D11c)",91-99,91-99,
RCLEGALPERNONFOREN,"Percent clients/patients, involuntary (non-forensic) status at this 24-hour hospital residential facility (Q.D11c)",100,100,
RCLEGALPERNONFOREN,"Percent clients/patients, involuntary (non-forensic) status at this 24-hour hospital residential facility (Q.D11c)",L,Logical Skip,
RCLEGALPERNONFOREN,"Percent clients/patients, involuntary (non-forensic) status at this 24-hour hospital residential facility (Q.D11c)",M,Missing Data,
RCLEGALTOTFOREN_O,"Total clients/patients, involuntary (forensic) status at this 24-hour residential facility (Q.D11c)",0,0,
RCLEGALTOTFOREN_O,"Total clients/patients, involuntary (forensic) status at this 24-hour residential facility (Q.D11c)",1-10,1-10,
RCLEGALTOTFOREN_O,"Total clients/patients, involuntary (forensic) status at this 24-hour residential facility (Q.D11c)",11-20,11-20,
RCLEGALTOTFOREN_O,"Total clients/patients, involuntary (forensic) status at this 24-hour residential facility (Q.D11c)",21-30,21-30,
RCLEGALTOTFOREN_O,"Total clients/patients, involuntary (forensic) status at this 24-hour residential facility (Q.D11c)",31-40,31-40,
RCLEGALTOTFOREN_O,"Total clients/patients, involuntary (forensic) status at this 24-hour residential facility (Q.D11c)",41-50,41-50,
RCLEGALTOTFOREN_O,"Total clients/patients, involuntary (forensic) status at this 24-hour residential facility (Q.D11c)",76-100,76-100,
RCLEGALTOTFOREN_O,"Total clients/patients, involuntary (forensic) status at this 24-hour residential facility (Q.D11c)",101-250,101-250,
RCLEGALTOTFOREN_O,"Total clients/patients, involuntary (forensic) status at this 24-hour residential facility (Q.D11c)",251-500,251-500,
RCLEGALTOTFOREN_O,"Total clients/patients, involuntary (forensic) status at this 24-hour residential facility (Q.D11c)",L,Logical Skip,
RCLEGALTOTFOREN_O,"Total clients/patients, involuntary (forensic) status at this 24-hour residential facility (Q.D11c)",M,Missing Data,
RCLEGALTOTFOREN,"Total clients/patients, involuntary, unrolled (forensic) status at this 24-hour residential facility, unrolled",0,0,
RCLEGALTOTFOREN,"Total clients/patients, involuntary, unrolled (forensic) status at this 24-hour residential facility, unrolled",1-10,1-10,
RCLEGALTOTFOREN,"Total clients/patients, involuntary, unrolled (forensic) status at this 24-hour residential facility, unrolled",11-20,11-20,
RCLEGALTOTFOREN,"Total clients/patients, involuntary, unrolled (forensic) status at this 24-hour residential facility, unrolled",21-30,21-30,
RCLEGALTOTFOREN,"Total clients/patients, involuntary, unrolled (forensic) status at this 24-hour residential facility, unrolled",31-40,31-40,
RCLEGALTOTFOREN,"Total clients/patients, involuntary, unrolled (forensic) status at this 24-hour residential facility, unrolled",41-50,41-50,
RCLEGALTOTFOREN,"Total clients/patients, involuntary, unrolled (forensic) status at this 24-hour residential facility, unrolled",76-100,76-100,
RCLEGALTOTFOREN,"Total clients/patients, involuntary, unrolled (forensic) status at this 24-hour residential facility, unrolled",101-250,101-250,
RCLEGALTOTFOREN,"Total clients/patients, involuntary, unrolled (forensic) status at this 24-hour residential facility, unrolled",251-500,251-500,
RCLEGALTOTFOREN,"Total clients/patients, involuntary, unrolled (forensic) status at this 24-hour residential facility, unrolled",L,Logical Skip,
RCLEGALTOTFOREN,"Total clients/patients, involuntary, unrolled (forensic) status at this 24-hour residential facility, unrolled",M,Missing Data,
RCLEGALPERFOREN,"Percent clients/patients, involuntary (forensic) status at this 24-hour residential",0,0,
RCLEGALPERFOREN,"Percent clients/patients, involuntary (forensic) status at this 24-hour residential",1-10,1-10,
RCLEGALPERFOREN,"Percent clients/patients, involuntary (forensic) status at this 24-hour residential",11-20,11-20,
RCLEGALPERFOREN,"Percent clients/patients, involuntary (forensic) status at this 24-hour residential",31-40,31-40,
RCLEGALPERFOREN,"Percent clients/patients, involuntary (forensic) status at this 24-hour residential",41-50,41-50,
RCLEGALPERFOREN,"Percent clients/patients, involuntary (forensic) status at this 24-hour residential",51-60,51-60,
RCLEGALPERFOREN,"Percent clients/patients, involuntary (forensic) status at this 24-hour residential",71-80,71-80,
RCLEGALPERFOREN,"Percent clients/patients, involuntary (forensic) status at this 24-hour residential",100,100,
RCLEGALPERFOREN,"Percent clients/patients, involuntary (forensic) status at this 24-hour residential",L,Logical Skip,
RCLEGALPERFOREN,"Percent clients/patients, involuntary (forensic) status at this 24-hour residential",M,Missing Data,
OPSERV,"Any clients received less than 24-hour mental health services, 3/31/2022 (Q.D12)",0,No,
OPSERV,"Any clients received less than 24-hour mental health services, 3/31/2022 (Q.D12)",1,Yes,
OPSERV,"Any clients received less than 24-hour mental health services, 3/31/2022 (Q.D12)",L,Logical Skip,
OPSERV,"Any clients received less than 24-hour mental health services, 3/31/2022 (Q.D12)",M,Missing Data,
OPTOTAL_O,Total number of less than 24-hour clients (Q.D12a),0,0,
OPTOTAL_O,Total number of less than 24-hour clients (Q.D12a),1-10,1-10,
OPTOTAL_O,Total number of less than 24-hour clients (Q.D12a),11-20,11-20,
OPTOTAL_O,Total number of less than 24-hour clients (Q.D12a),21-30,21-30,
OPTOTAL_O,Total number of less than 24-hour clients (Q.D12a),31-40,31-40,
OPTOTAL_O,Total number of less than 24-hour clients (Q.D12a),41-50,41-50,
OPTOTAL_O,Total number of less than 24-hour clients (Q.D12a),51-75,51-75,
OPTOTAL_O,Total number of less than 24-hour clients (Q.D12a),76-100,76-100,
OPTOTAL_O,Total number of less than 24-hour clients (Q.D12a),101-250,101-250,
OPTOTAL_O,Total number of less than 24-hour clients (Q.D12a),251-500,251-500,
OPTOTAL_O,Total number of less than 24-hour clients (Q.D12a),501-1000,501-1000,
OPTOTAL_O,Total number of less than 24-hour clients (Q.D12a),1001-1500,1001-1500,
OPTOTAL_O,Total number of less than 24-hour clients (Q.D12a),1501 +,1501 +,
OPTOTAL_O,Total number of less than 24-hour clients (Q.D12a),L,Logical Skip,
OPTOTAL_O,Total number of less than 24-hour clients (Q.D12a),M,Missing Data,
OPTOTAL,"Total number of less than 24-hour clients, unrolled (Q.D12a)",0,0,
OPTOTAL,"Total number of less than 24-hour clients, unrolled (Q.D12a)",1-10,1-10,
OPTOTAL,"Total number of less than 24-hour clients, unrolled (Q.D12a)",11-20,11-20,
OPTOTAL,"Total number of less than 24-hour clients, unrolled (Q.D12a)",21-30,21-30,
OPTOTAL,"Total number of less than 24-hour clients, unrolled (Q.D12a)",31-40,31-40,
OPTOTAL,"Total number of less than 24-hour clients, unrolled (Q.D12a)",41-50,41-50,
OPTOTAL,"Total number of less than 24-hour clients, unrolled (Q.D12a)",51-75,51-75,
OPTOTAL,"Total number of less than 24-hour clients, unrolled (Q.D12a)",76-100,76-100,
OPTOTAL,"Total number of less than 24-hour clients, unrolled (Q.D12a)",101-250,101-250,
OPTOTAL,"Total number of less than 24-hour clients, unrolled (Q.D12a)",251-500,251-500,
OPTOTAL,"Total number of less than 24-hour clients, unrolled (Q.D12a)",501-1000,501-1000,
OPTOTAL,"Total number of less than 24-hour clients, unrolled (Q.D12a)",1001-1500,1001-1500,
OPTOTAL,"Total number of less than 24-hour clients, unrolled (Q.D12a)",1501 +,1501 +,
OPTOTAL,"Total number of less than 24-hour clients, unrolled (Q.D12a)",L,Logical Skip,
OPTOTAL,"Total number of less than 24-hour clients, unrolled (Q.D12a)",M,Missing Data,
OPSEXTOTM_O,Total male clients/patients at this less than 24-hour facility (Q.D12b),0,0,
OPSEXTOTM_O,Total male clients/patients at this less than 24-hour facility (Q.D12b),1-10,1-10,
OPSEXTOTM_O,Total male clients/patients at this less than 24-hour facility (Q.D12b),11-20,11-20,
OPSEXTOTM_O,Total male clients/patients at this less than 24-hour facility (Q.D12b),21-30,21-30,
OPSEXTOTM_O,Total male clients/patients at this less than 24-hour facility (Q.D12b),31-40,31-40,
OPSEXTOTM_O,Total male clients/patients at this less than 24-hour facility (Q.D12b),41-50,41-50,
OPSEXTOTM_O,Total male clients/patients at this less than 24-hour facility (Q.D12b),51-75,51-75,
OPSEXTOTM_O,Total male clients/patients at this less than 24-hour facility (Q.D12b),76-100,76-100,
OPSEXTOTM_O,Total male clients/patients at this less than 24-hour facility (Q.D12b),101-250,101-250,
OPSEXTOTM_O,Total male clients/patients at this less than 24-hour facility (Q.D12b),251-500,251-500,
OPSEXTOTM_O,Total male clients/patients at this less than 24-hour facility (Q.D12b),501-1000,501-1000,
OPSEXTOTM_O,Total male clients/patients at this less than 24-hour facility (Q.D12b),1001-1500,1001-1500,
OPSEXTOTM_O,Total male clients/patients at this less than 24-hour facility (Q.D12b),1501 +,1501 +,
OPSEXTOTM_O,Total male clients/patients at this less than 24-hour facility (Q.D12b),L,Logical Skip,
OPSEXTOTM_O,Total male clients/patients at this less than 24-hour facility (Q.D12b),M,Missing Data,
OPSEXTOTM,"Total male clients/patients at this less than 24-hour facility, unrolled (Q.D12b)",0,0,
OPSEXTOTM,"Total male clients/patients at this less than 24-hour facility, unrolled (Q.D12b)",1-10,1-10,
OPSEXTOTM,"Total male clients/patients at this less than 24-hour facility, unrolled (Q.D12b)",11-20,11-20,
OPSEXTOTM,"Total male clients/patients at this less than 24-hour facility, unrolled (Q.D12b)",21-30,21-30,
OPSEXTOTM,"Total male clients/patients at this less than 24-hour facility, unrolled (Q.D12b)",31-40,31-40,
OPSEXTOTM,"Total male clients/patients at this less than 24-hour facility, unrolled (Q.D12b)",41-50,41-50,
OPSEXTOTM,"Total male clients/patients at this less than 24-hour facility, unrolled (Q.D12b)",51-75,51-75,
OPSEXTOTM,"Total male clients/patients at this less than 24-hour facility, unrolled (Q.D12b)",76-100,76-100,
OPSEXTOTM,"Total male clients/patients at this less than 24-hour facility, unrolled (Q.D12b)",101-250,101-250,
OPSEXTOTM,"Total male clients/patients at this less than 24-hour facility, unrolled (Q.D12b)",251-500,251-500,
OPSEXTOTM,"Total male clients/patients at this less than 24-hour facility, unrolled (Q.D12b)",501-1000,501-1000,
OPSEXTOTM,"Total male clients/patients at this less than 24-hour facility, unrolled (Q.D12b)",1001-1500,1001-1500,
OPSEXTOTM,"Total male clients/patients at this less than 24-hour facility, unrolled (Q.D12b)",1501 +,1501 +,
OPSEXTOTM,"Total male clients/patients at this less than 24-hour facility, unrolled (Q.D12b)",L,Logical Skip,
OPSEXTOTM,"Total male clients/patients at this less than 24-hour facility, unrolled (Q.D12b)",M,Missing Data,
OPSEXPERM,Percent male clients/patients at this less than 24-hour facility (Q.D12b),0,0,
OPSEXPERM,Percent male clients/patients at this less than 24-hour facility (Q.D12b),1-10,1-10,
OPSEXPERM,Percent male clients/patients at this less than 24-hour facility (Q.D12b),11-20,11-20,
OPSEXPERM,Percent male clients/patients at this less than 24-hour facility (Q.D12b),21-30,21-30,
OPSEXPERM,Percent male clients/patients at this less than 24-hour facility (Q.D12b),31-40,31-40,
OPSEXPERM,Percent male clients/patients at this less than 24-hour facility (Q.D12b),41-50,41-50,
OPSEXPERM,Percent male clients/patients at this less than 24-hour facility (Q.D12b),51-60,51-60,
OPSEXPERM,Percent male clients/patients at this less than 24-hour facility (Q.D12b),61-70,61-70,
OPSEXPERM,Percent male clients/patients at this less than 24-hour facility (Q.D12b),71-80,71-80,
OPSEXPERM,Percent male clients/patients at this less than 24-hour facility (Q.D12b),81-90,81-90,
OPSEXPERM,Percent male clients/patients at this less than 24-hour facility (Q.D12b),91-99,91-99,
OPSEXPERM,Percent male clients/patients at this less than 24-hour facility (Q.D12b),100,100,
OPSEXPERM,Percent male clients/patients at this less than 24-hour facility (Q.D12b),L,Logical Skip,
OPSEXPERM,Percent male clients/patients at this less than 24-hour facility (Q.D12b),M,Missing Data,
OPSEXTOTF_O,Total female clients/patients at this less than 24-hour facility (Q.D12b),0,0,
OPSEXTOTF_O,Total female clients/patients at this less than 24-hour facility (Q.D12b),1-10,1-10,
OPSEXTOTF_O,Total female clients/patients at this less than 24-hour facility (Q.D12b),11-20,11-20,
OPSEXTOTF_O,Total female clients/patients at this less than 24-hour facility (Q.D12b),21-30,21-30,
OPSEXTOTF_O,Total female clients/patients at this less than 24-hour facility (Q.D12b),31-40,31-40,
OPSEXTOTF_O,Total female clients/patients at this less than 24-hour facility (Q.D12b),41-50,41-50,
OPSEXTOTF_O,Total female clients/patients at this less than 24-hour facility (Q.D12b),51-75,51-75,
OPSEXTOTF_O,Total female clients/patients at this less than 24-hour facility (Q.D12b),76-100,76-100,
OPSEXTOTF_O,Total female clients/patients at this less than 24-hour facility (Q.D12b),101-250,101-250,
OPSEXTOTF_O,Total female clients/patients at this less than 24-hour facility (Q.D12b),251-500,251-500,
OPSEXTOTF_O,Total female clients/patients at this less than 24-hour facility (Q.D12b),501-1000,501-1000,
OPSEXTOTF_O,Total female clients/patients at this less than 24-hour facility (Q.D12b),1001-1500,1001-1500,
OPSEXTOTF_O,Total female clients/patients at this less than 24-hour facility (Q.D12b),1501 +,1501 +,
OPSEXTOTF_O,Total female clients/patients at this less than 24-hour facility (Q.D12b),L,Logical Skip,
OPSEXTOTF_O,Total female clients/patients at this less than 24-hour facility (Q.D12b),M,Missing Data,
OPSEXTOTF,"Total female clients/patients at this less than 24-hour facility, unrolled (Q.D12b)",0,0,
OPSEXTOTF,"Total female clients/patients at this less than 24-hour facility, unrolled (Q.D12b)",1-10,1-10,
OPSEXTOTF,"Total female clients/patients at this less than 24-hour facility, unrolled (Q.D12b)",11-20,11-20,
OPSEXTOTF,"Total female clients/patients at this less than 24-hour facility, unrolled (Q.D12b)",21-30,21-30,
OPSEXTOTF,"Total female clients/patients at this less than 24-hour facility, unrolled (Q.D12b)",31-40,31-40,
OPSEXTOTF,"Total female clients/patients at this less than 24-hour facility, unrolled (Q.D12b)",41-50,41-50,
OPSEXTOTF,"Total female clients/patients at this less than 24-hour facility, unrolled (Q.D12b)",51-75,51-75,
OPSEXTOTF,"Total female clients/patients at this less than 24-hour facility, unrolled (Q.D12b)",76-100,76-100,
OPSEXTOTF,"Total female clients/patients at this less than 24-hour facility, unrolled (Q.D12b)",101-250,101-250,
OPSEXTOTF,"Total female clients/patients at this less than 24-hour facility, unrolled (Q.D12b)",251-500,251-500,
OPSEXTOTF,"Total female clients/patients at this less than 24-hour facility, unrolled (Q.D12b)",501-1000,501-1000,
OPSEXTOTF,"Total female clients/patients at this less than 24-hour facility, unrolled (Q.D12b)",1001-1500,1001-1500,
OPSEXTOTF,"Total female clients/patients at this less than 24-hour facility, unrolled (Q.D12b)",1501 +,1501 +,
OPSEXTOTF,"Total female clients/patients at this less than 24-hour facility, unrolled (Q.D12b)",L,Logical Skip,
OPSEXTOTF,"Total female clients/patients at this less than 24-hour facility, unrolled (Q.D12b)",M,Missing Data,
OPSEXPERF,Percent female clients/patients at this less than 24-hour facility (Q.D12b),0,0,
OPSEXPERF,Percent female clients/patients at this less than 24-hour facility (Q.D12b),1-10,1-10,
OPSEXPERF,Percent female clients/patients at this less than 24-hour facility (Q.D12b),11-20,11-20,
OPSEXPERF,Percent female clients/patients at this less than 24-hour facility (Q.D12b),21-30,21-30,
OPSEXPERF,Percent female clients/patients at this less than 24-hour facility (Q.D12b),31-40,31-40,
OPSEXPERF,Percent female clients/patients at this less than 24-hour facility (Q.D12b),41-50,41-50,
OPSEXPERF,Percent female clients/patients at this less than 24-hour facility (Q.D12b),51-60,51-60,
OPSEXPERF,Percent female clients/patients at this less than 24-hour facility (Q.D12b),61-70,61-70,
OPSEXPERF,Percent female clients/patients at this less than 24-hour facility (Q.D12b),71-80,71-80,
OPSEXPERF,Percent female clients/patients at this less than 24-hour facility (Q.D12b),81-90,81-90,
OPSEXPERF,Percent female clients/patients at this less than 24-hour facility (Q.D12b),91-99,91-99,
OPSEXPERF,Percent female clients/patients at this less than 24-hour facility (Q.D12b),100,100,
OPSEXPERF,Percent female clients/patients at this less than 24-hour facility (Q.D12b),L,Logical Skip,
OPSEXPERF,Percent female clients/patients at this less than 24-hour facility (Q.D12b),M,Missing Data,
OPAGETOT017_O,Total clients/patients 0-17 years at this less than 24-hour facility (Q.D12b),0,0,
OPAGETOT017_O,Total clients/patients 0-17 years at this less than 24-hour facility (Q.D12b),1-10,1-10,
OPAGETOT017_O,Total clients/patients 0-17 years at this less than 24-hour facility (Q.D12b),11-20,11-20,
OPAGETOT017_O,Total clients/patients 0-17 years at this less than 24-hour facility (Q.D12b),21-30,21-30,
OPAGETOT017_O,Total clients/patients 0-17 years at this less than 24-hour facility (Q.D12b),31-40,31-40,
OPAGETOT017_O,Total clients/patients 0-17 years at this less than 24-hour facility (Q.D12b),41-50,41-50,
OPAGETOT017_O,Total clients/patients 0-17 years at this less than 24-hour facility (Q.D12b),51-75,51-75,
OPAGETOT017_O,Total clients/patients 0-17 years at this less than 24-hour facility (Q.D12b),76-100,76-100,
OPAGETOT017_O,Total clients/patients 0-17 years at this less than 24-hour facility (Q.D12b),101-250,101-250,
OPAGETOT017_O,Total clients/patients 0-17 years at this less than 24-hour facility (Q.D12b),251-500,251-500,
OPAGETOT017_O,Total clients/patients 0-17 years at this less than 24-hour facility (Q.D12b),501-1000,501-1000,
OPAGETOT017_O,Total clients/patients 0-17 years at this less than 24-hour facility (Q.D12b),1001-1500,1001-1500,
OPAGETOT017_O,Total clients/patients 0-17 years at this less than 24-hour facility (Q.D12b),1501 +,1501 +,
OPAGETOT017_O,Total clients/patients 0-17 years at this less than 24-hour facility (Q.D12b),L,Logical Skip,
OPAGETOT017_O,Total clients/patients 0-17 years at this less than 24-hour facility (Q.D12b),M,Missing Data,
OPAGETOT017,"Total clients/patients 0-17 years at this less than 24-hour facility, unrolled (Q.D12b)",0,0,
OPAGETOT017,"Total clients/patients 0-17 years at this less than 24-hour facility, unrolled (Q.D12b)",1-10,1-10,
OPAGETOT017,"Total clients/patients 0-17 years at this less than 24-hour facility, unrolled (Q.D12b)",11-20,11-20,
OPAGETOT017,"Total clients/patients 0-17 years at this less than 24-hour facility, unrolled (Q.D12b)",21-30,21-30,
OPAGETOT017,"Total clients/patients 0-17 years at this less than 24-hour facility, unrolled (Q.D12b)",31-40,31-40,
OPAGETOT017,"Total clients/patients 0-17 years at this less than 24-hour facility, unrolled (Q.D12b)",41-50,41-50,
OPAGETOT017,"Total clients/patients 0-17 years at this less than 24-hour facility, unrolled (Q.D12b)",51-75,51-75,
OPAGETOT017,"Total clients/patients 0-17 years at this less than 24-hour facility, unrolled (Q.D12b)",76-100,76-100,
OPAGETOT017,"Total clients/patients 0-17 years at this less than 24-hour facility, unrolled (Q.D12b)",101-250,101-250,
OPAGETOT017,"Total clients/patients 0-17 years at this less than 24-hour facility, unrolled (Q.D12b)",251-500,251-500,
OPAGETOT017,"Total clients/patients 0-17 years at this less than 24-hour facility, unrolled (Q.D12b)",501-1000,501-1000,
OPAGETOT017,"Total clients/patients 0-17 years at this less than 24-hour facility, unrolled (Q.D12b)",1001-1500,1001-1500,
OPAGETOT017,"Total clients/patients 0-17 years at this less than 24-hour facility, unrolled (Q.D12b)",1501 +,1501 +,
OPAGETOT017,"Total clients/patients 0-17 years at this less than 24-hour facility, unrolled (Q.D12b)",L,Logical Skip,
OPAGETOT017,"Total clients/patients 0-17 years at this less than 24-hour facility, unrolled (Q.D12b)",M,Missing Data,
OPAGEPER017,Percent clients/patients 0-17 years at this less than 24-hour facility (Q.D12b),0,0,
OPAGEPER017,Percent clients/patients 0-17 years at this less than 24-hour facility (Q.D12b),1-10,1-10,
OPAGEPER017,Percent clients/patients 0-17 years at this less than 24-hour facility (Q.D12b),11-20,11-20,
OPAGEPER017,Percent clients/patients 0-17 years at this less than 24-hour facility (Q.D12b),21-30,21-30,
OPAGEPER017,Percent clients/patients 0-17 years at this less than 24-hour facility (Q.D12b),31-40,31-40,
OPAGEPER017,Percent clients/patients 0-17 years at this less than 24-hour facility (Q.D12b),41-50,41-50,
OPAGEPER017,Percent clients/patients 0-17 years at this less than 24-hour facility (Q.D12b),51-60,51-60,
OPAGEPER017,Percent clients/patients 0-17 years at this less than 24-hour facility (Q.D12b),61-70,61-70,
OPAGEPER017,Percent clients/patients 0-17 years at this less than 24-hour facility (Q.D12b),71-80,71-80,
OPAGEPER017,Percent clients/patients 0-17 years at this less than 24-hour facility (Q.D12b),81-90,81-90,
OPAGEPER017,Percent clients/patients 0-17 years at this less than 24-hour facility (Q.D12b),91-99,91-99,
OPAGEPER017,Percent clients/patients 0-17 years at this less than 24-hour facility (Q.D12b),100,100,
OPAGEPER017,Percent clients/patients 0-17 years at this less than 24-hour facility (Q.D12b),L,Logical Skip,
OPAGEPER017,Percent clients/patients 0-17 years at this less than 24-hour facility (Q.D12b),M,Missing Data,
OPAGETOT1864_O,Total clients/patients 18-64 years at this less than 24-hour facility (Q.D12b),0,0,
OPAGETOT1864_O,Total clients/patients 18-64 years at this less than 24-hour facility (Q.D12b),1-10,1-10,
OPAGETOT1864_O,Total clients/patients 18-64 years at this less than 24-hour facility (Q.D12b),11-20,11-20,
OPAGETOT1864_O,Total clients/patients 18-64 years at this less than 24-hour facility (Q.D12b),21-30,21-30,
OPAGETOT1864_O,Total clients/patients 18-64 years at this less than 24-hour facility (Q.D12b),31-40,31-40,
OPAGETOT1864_O,Total clients/patients 18-64 years at this less than 24-hour facility (Q.D12b),41-50,41-50,
OPAGETOT1864_O,Total clients/patients 18-64 years at this less than 24-hour facility (Q.D12b),51-75,51-75,
OPAGETOT1864_O,Total clients/patients 18-64 years at this less than 24-hour facility (Q.D12b),76-100,76-100,
OPAGETOT1864_O,Total clients/patients 18-64 years at this less than 24-hour facility (Q.D12b),101-250,101-250,
OPAGETOT1864_O,Total clients/patients 18-64 years at this less than 24-hour facility (Q.D12b),251-500,251-500,
OPAGETOT1864_O,Total clients/patients 18-64 years at this less than 24-hour facility (Q.D12b),501-1000,501-1000,
OPAGETOT1864_O,Total clients/patients 18-64 years at this less than 24-hour facility (Q.D12b),1001-1500,1001-1500,
OPAGETOT1864_O,Total clients/patients 18-64 years at this less than 24-hour facility (Q.D12b),1501 +,1501 +,
OPAGETOT1864_O,Total clients/patients 18-64 years at this less than 24-hour facility (Q.D12b),L,Logical Skip,
OPAGETOT1864_O,Total clients/patients 18-64 years at this less than 24-hour facility (Q.D12b),M,Missing Data,
OPAGETOT1864,"Total clients/patients 18-64 years at this less than 24-hour facility, unrolled (Q.D12b)",0,0,
OPAGETOT1864,"Total clients/patients 18-64 years at this less than 24-hour facility, unrolled (Q.D12b)",1-10,1-10,
OPAGETOT1864,"Total clients/patients 18-64 years at this less than 24-hour facility, unrolled (Q.D12b)",11-20,11-20,
OPAGETOT1864,"Total clients/patients 18-64 years at this less than 24-hour facility, unrolled (Q.D12b)",21-30,21-30,
OPAGETOT1864,"Total clients/patients 18-64 years at this less than 24-hour facility, unrolled (Q.D12b)",31-40,31-40,
OPAGETOT1864,"Total clients/patients 18-64 years at this less than 24-hour facility, unrolled (Q.D12b)",41-50,41-50,
OPAGETOT1864,"Total clients/patients 18-64 years at this less than 24-hour facility, unrolled (Q.D12b)",51-75,51-75,
OPAGETOT1864,"Total clients/patients 18-64 years at this less than 24-hour facility, unrolled (Q.D12b)",76-100,76-100,
OPAGETOT1864,"Total clients/patients 18-64 years at this less than 24-hour facility, unrolled (Q.D12b)",101-250,101-250,
OPAGETOT1864,"Total clients/patients 18-64 years at this less than 24-hour facility, unrolled (Q.D12b)",251-500,251-500,
OPAGETOT1864,"Total clients/patients 18-64 years at this less than 24-hour facility, unrolled (Q.D12b)",501-1000,501-1000,
OPAGETOT1864,"Total clients/patients 18-64 years at this less than 24-hour facility, unrolled (Q.D12b)",1001-1500,1001-1500,
OPAGETOT1864,"Total clients/patients 18-64 years at this less than 24-hour facility, unrolled (Q.D12b)",1501 +,1501 +,
OPAGETOT1864,"Total clients/patients 18-64 years at this less than 24-hour facility, unrolled (Q.D12b)",L,Logical Skip,
OPAGETOT1864,"Total clients/patients 18-64 years at this less than 24-hour facility, unrolled (Q.D12b)",M,Missing Data,
OPAGEPER1864,Percent clients/patients 18-64 years at this less than 24-hour facility (Q.D12b),0,0,
OPAGEPER1864,Percent clients/patients 18-64 years at this less than 24-hour facility (Q.D12b),1-10,1-10,
OPAGEPER1864,Percent clients/patients 18-64 years at this less than 24-hour facility (Q.D12b),11-20,11-20,
OPAGEPER1864,Percent clients/patients 18-64 years at this less than 24-hour facility (Q.D12b),21-30,21-30,
OPAGEPER1864,Percent clients/patients 18-64 years at this less than 24-hour facility (Q.D12b),31-40,31-40,
OPAGEPER1864,Percent clients/patients 18-64 years at this less than 24-hour facility (Q.D12b),41-50,41-50,
OPAGEPER1864,Percent clients/patients 18-64 years at this less than 24-hour facility (Q.D12b),51-60,51-60,
OPAGEPER1864,Percent clients/patients 18-64 years at this less than 24-hour facility (Q.D12b),61-70,61-70,
OPAGEPER1864,Percent clients/patients 18-64 years at this less than 24-hour facility (Q.D12b),71-80,71-80,
OPAGEPER1864,Percent clients/patients 18-64 years at this less than 24-hour facility (Q.D12b),81-90,81-90,
OPAGEPER1864,Percent clients/patients 18-64 years at this less than 24-hour facility (Q.D12b),91-99,91-99,
OPAGEPER1864,Percent clients/patients 18-64 years at this less than 24-hour facility (Q.D12b),100,100,
OPAGEPER1864,Percent clients/patients 18-64 years at this less than 24-hour facility (Q.D12b),L,Logical Skip,
OPAGEPER1864,Percent clients/patients 18-64 years at this less than 24-hour facility (Q.D12b),M,Missing Data,
OPAGETOT65_O,Total clients/patients 65 plus years at this less than 24-hour facility (Q.D12b),0,0,
OPAGETOT65_O,Total clients/patients 65 plus years at this less than 24-hour facility (Q.D12b),1-10,1-10,
OPAGETOT65_O,Total clients/patients 65 plus years at this less than 24-hour facility (Q.D12b),11-20,11-20,
OPAGETOT65_O,Total clients/patients 65 plus years at this less than 24-hour facility (Q.D12b),21-30,21-30,
OPAGETOT65_O,Total clients/patients 65 plus years at this less than 24-hour facility (Q.D12b),31-40,31-40,
