Question_Code,Description,Answer_Code,Answer_Meaning
V1341,V1341 - DU10c: Used crack during 12 months prior to admission,1,Yes
V1341,V1341 - DU10c: Used crack during 12 months prior to admission,2,No
V1342,V1342 - DU10d: Used heroin during 12 months prior to admission,-9,Response missing due to CAPI issue
V1342,V1342 - DU10d: Used heroin during 12 months prior to admission,-8,Skipped
V1342,V1342 - DU10d: Used heroin during 12 months prior to admission,-2,Refusal
V1342,V1342 - DU10d: Used heroin during 12 months prior to admission,-1,Don't Know
V1342,V1342 - DU10d: Used heroin during 12 months prior to admission,1,Yes
V1342,V1342 - DU10d: Used heroin during 12 months prior to admission,2,No
V1343,V1343 - DU10e: Used PCP during 12 months prior to admission,-9,Response missing due to CAPI issue
V1343,V1343 - DU10e: Used PCP during 12 months prior to admission,-8,Skipped
V1343,V1343 - DU10e: Used PCP during 12 months prior to admission,-2,Refusal
V1343,V1343 - DU10e: Used PCP during 12 months prior to admission,-1,Don't Know
V1343,V1343 - DU10e: Used PCP during 12 months prior to admission,1,Yes
V1343,V1343 - DU10e: Used PCP during 12 months prior to admission,2,No
V1344,V1344 - DU10f: Used Ecstasy or Molly during 12 months prior to admission,-9,Response missing due to CAPI issue
V1344,V1344 - DU10f: Used Ecstasy or Molly during 12 months prior to admission,-8,Skipped
V1344,V1344 - DU10f: Used Ecstasy or Molly during 12 months prior to admission,-2,Refusal
V1344,V1344 - DU10f: Used Ecstasy or Molly during 12 months prior to admission,-1,Don't Know
V1344,V1344 - DU10f: Used Ecstasy or Molly during 12 months prior to admission,1,Yes
V1344,V1344 - DU10f: Used Ecstasy or Molly during 12 months prior to admission,2,No
V1345,V1345 - DU10g: Used any other type of hallucinogens during 12 months prior to admission,-9,Response missing due to CAPI issue
V1345,V1345 - DU10g: Used any other type of hallucinogens during 12 months prior to admission,-8,Skipped
V1345,V1345 - DU10g: Used any other type of hallucinogens during 12 months prior to admission,-2,Refusal
V1345,V1345 - DU10g: Used any other type of hallucinogens during 12 months prior to admission,-1,Don't Know
V1345,V1345 - DU10g: Used any other type of hallucinogens during 12 months prior to admission,1,Yes
V1345,V1345 - DU10g: Used any other type of hallucinogens during 12 months prior to admission,2,No
V1346,V1346 - DU10h: Used methamphetamine during 12 months prior to admission,-9,Response missing due to CAPI issue
V1346,V1346 - DU10h: Used methamphetamine during 12 months prior to admission,-8,Skipped
V1346,V1346 - DU10h: Used methamphetamine during 12 months prior to admission,-2,Refusal
V1346,V1346 - DU10h: Used methamphetamine during 12 months prior to admission,-1,Don't Know
V1346,V1346 - DU10h: Used methamphetamine during 12 months prior to admission,1,Yes
V1346,V1346 - DU10h: Used methamphetamine during 12 months prior to admission,2,No
V1347,V1347 - DU10i: Used inhalants during 12 months prior to admission,-9,Response missing due to CAPI issue
V1347,V1347 - DU10i: Used inhalants during 12 months prior to admission,-8,Skipped
V1347,V1347 - DU10i: Used inhalants during 12 months prior to admission,-2,Refusal
V1347,V1347 - DU10i: Used inhalants during 12 months prior to admission,-1,Don't Know
V1347,V1347 - DU10i: Used inhalants during 12 months prior to admission,1,Yes
V1347,V1347 - DU10i: Used inhalants during 12 months prior to admission,2,No
V1348,V1348 - DU10j: Used prescription drugs during 12 months prior to admission,-9,Response missing due to CAPI issue
V1348,V1348 - DU10j: Used prescription drugs during 12 months prior to admission,-8,Skipped
V1348,V1348 - DU10j: Used prescription drugs during 12 months prior to admission,-2,Refusal
V1348,V1348 - DU10j: Used prescription drugs during 12 months prior to admission,-1,Don't Know
V1348,V1348 - DU10j: Used prescription drugs during 12 months prior to admission,1,Yes
V1348,V1348 - DU10j: Used prescription drugs during 12 months prior to admission,2,No
V1349,V1349 - DU10k: Used any other drugs for kicks during 12 months prior to admission,-9,Response missing due to CAPI issue
V1349,V1349 - DU10k: Used any other drugs for kicks during 12 months prior to admission,-8,Skipped
V1349,V1349 - DU10k: Used any other drugs for kicks during 12 months prior to admission,-2,Refusal
V1349,V1349 - DU10k: Used any other drugs for kicks during 12 months prior to admission,-1,Don't Know
V1349,V1349 - DU10k: Used any other drugs for kicks during 12 months prior to admission,1,Yes
V1349,V1349 - DU10k: Used any other drugs for kicks during 12 months prior to admission,2,No
V1350,V1350 - DUD1: Month or more spent using drugs,-9,Response missing due to CAPI issue
V1350,V1350 - DUD1: Month or more spent using drugs,-8,Skipped
V1350,V1350 - DUD1: Month or more spent using drugs,-2,Refusal
V1350,V1350 - DUD1: Month or more spent using drugs,-1,Don't Know
V1350,V1350 - DUD1: Month or more spent using drugs,1,Yes
V1350,V1350 - DUD1: Month or more spent using drugs,2,No
V1351,V1351 - DUD2: Month of more getting over effects of drugs,-9,Response missing due to CAPI issue
V1351,V1351 - DUD2: Month of more getting over effects of drugs,-8,Skipped
V1351,V1351 - DUD2: Month of more getting over effects of drugs,-2,Refusal
V1351,V1351 - DUD2: Month of more getting over effects of drugs,-1,Don't Know
V1351,V1351 - DUD2: Month of more getting over effects of drugs,1,Yes
V1351,V1351 - DUD2: Month of more getting over effects of drugs,2,No
V1352,V1352 - DUD3: Tried to set limits on drug usage,-9,Response missing due to CAPI issue
V1352,V1352 - DUD3: Tried to set limits on drug usage,-8,Skipped
V1352,V1352 - DUD3: Tried to set limits on drug usage,-2,Refusal
V1352,V1352 - DUD3: Tried to set limits on drug usage,-1,Don't Know
V1352,V1352 - DUD3: Tried to set limits on drug usage,1,Yes
V1352,V1352 - DUD3: Tried to set limits on drug usage,2,No
V1353,V1353 - DUD4: Able to keep to limits set,-9,Response missing due to CAPI issue
V1353,V1353 - DUD4: Able to keep to limits set,-8,Skipped
V1353,V1353 - DUD4: Able to keep to limits set,-2,Refusal
V1353,V1353 - DUD4: Able to keep to limits set,-1,Don't Know
V1353,V1353 - DUD4: Able to keep to limits set,1,Kept to Limits
V1353,V1353 - DUD4: Able to keep to limits set,2,Used More Than Intended
V1354,V1354 - DUD5: Needed to use more drugs to get the same effect,-9,Response missing due to CAPI issue
V1354,V1354 - DUD5: Needed to use more drugs to get the same effect,-8,Skipped
V1354,V1354 - DUD5: Needed to use more drugs to get the same effect,-2,Refusal
V1354,V1354 - DUD5: Needed to use more drugs to get the same effect,-1,Don't Know
V1354,V1354 - DUD5: Needed to use more drugs to get the same effect,1,Yes
V1354,V1354 - DUD5: Needed to use more drugs to get the same effect,2,No
V1355,V1355 - DUD6: Using the same amount of drugs had less of an effect,-9,Response missing due to CAPI issue
V1355,V1355 - DUD6: Using the same amount of drugs had less of an effect,-8,Skipped
V1355,V1355 - DUD6: Using the same amount of drugs had less of an effect,-2,Refusal
V1355,V1355 - DUD6: Using the same amount of drugs had less of an effect,-1,Don't Know
V1355,V1355 - DUD6: Using the same amount of drugs had less of an effect,1,Yes
V1355,V1355 - DUD6: Using the same amount of drugs had less of an effect,2,No
V1356,V1356 - DUD7: Tried to cut down or stop using drugs,-9,Response missing due to CAPI issue
V1356,V1356 - DUD7: Tried to cut down or stop using drugs,-8,Skipped
V1356,V1356 - DUD7: Tried to cut down or stop using drugs,-2,Refusal
V1356,V1356 - DUD7: Tried to cut down or stop using drugs,-1,Don't Know
V1356,V1356 - DUD7: Tried to cut down or stop using drugs,1,Yes
V1356,V1356 - DUD7: Tried to cut down or stop using drugs,2,No
V1357,V1357 - DUD8: Able to cut down/stop using drugs every time,-9,Response missing due to CAPI issue
V1357,V1357 - DUD8: Able to cut down/stop using drugs every time,-8,Skipped
V1357,V1357 - DUD8: Able to cut down/stop using drugs every time,-2,Refusal
V1357,V1357 - DUD8: Able to cut down/stop using drugs every time,-1,Don't Know
V1357,V1357 - DUD8: Able to cut down/stop using drugs every time,1,Yes
V1357,V1357 - DUD8: Able to cut down/stop using drugs every time,2,No
V1358,V1358 - DUD9: Cut down or stopped using drugs at least once,-9,Response missing due to CAPI issue
V1358,V1358 - DUD9: Cut down or stopped using drugs at least once,-8,Skipped
V1358,V1358 - DUD9: Cut down or stopped using drugs at least once,-2,Refusal
V1358,V1358 - DUD9: Cut down or stopped using drugs at least once,-1,Don't Know
V1358,V1358 - DUD9: Cut down or stopped using drugs at least once,1,Yes
V1358,V1358 - DUD9: Cut down or stopped using drugs at least once,2,No
V1359,V1359 - DUD10: Felt down when cutting down or stopping,-9,Response missing due to CAPI issue
V1359,V1359 - DUD10: Felt down when cutting down or stopping,-8,Skipped
V1359,V1359 - DUD10: Felt down when cutting down or stopping,-2,Refusal
V1359,V1359 - DUD10: Felt down when cutting down or stopping,-1,Don't Know
V1359,V1359 - DUD10: Felt down when cutting down or stopping,1,Yes
V1359,V1359 - DUD10: Felt down when cutting down or stopping,2,No
V1360,V1360 - DUD11: Experienced symptoms after cutting back or stopping,-9,Response missing due to CAPI issue
V1360,V1360 - DUD11: Experienced symptoms after cutting back or stopping,-8,Skipped
V1360,V1360 - DUD11: Experienced symptoms after cutting back or stopping,-2,Refusal
V1360,V1360 - DUD11: Experienced symptoms after cutting back or stopping,-1,Don't Know
V1360,V1360 - DUD11: Experienced symptoms after cutting back or stopping,1,Yes
V1360,V1360 - DUD11: Experienced symptoms after cutting back or stopping,2,No
V1361,V1361 - DUD12: Withdrawal symptoms lasted longer than a day,-9,Response missing due to CAPI issue
V1361,V1361 - DUD12: Withdrawal symptoms lasted longer than a day,-8,Skipped
V1361,V1361 - DUD12: Withdrawal symptoms lasted longer than a day,-2,Refusal
V1361,V1361 - DUD12: Withdrawal symptoms lasted longer than a day,-1,Don't Know
V1361,V1361 - DUD12: Withdrawal symptoms lasted longer than a day,1,Yes
V1361,V1361 - DUD12: Withdrawal symptoms lasted longer than a day,2,No
V1362,V1362 - DUD13: Emotional problems made worse by drug usage,-9,Response missing due to CAPI issue
V1362,V1362 - DUD13: Emotional problems made worse by drug usage,-8,Skipped
V1362,V1362 - DUD13: Emotional problems made worse by drug usage,-2,Refusal
V1362,V1362 - DUD13: Emotional problems made worse by drug usage,-1,Don't Know
V1362,V1362 - DUD13: Emotional problems made worse by drug usage,1,Yes
V1362,V1362 - DUD13: Emotional problems made worse by drug usage,2,No
V1363,V1363 - DUD14: Continued using even with emotional problems,-9,Response missing due to CAPI issue
V1363,V1363 - DUD14: Continued using even with emotional problems,-8,Skipped
V1363,V1363 - DUD14: Continued using even with emotional problems,-2,Refusal
V1363,V1363 - DUD14: Continued using even with emotional problems,-1,Don't Know
V1363,V1363 - DUD14: Continued using even with emotional problems,1,Yes
V1363,V1363 - DUD14: Continued using even with emotional problems,2,No
V1364,V1364 - DUD15: Physical health issues due to drugs,-9,Response missing due to CAPI issue
V1364,V1364 - DUD15: Physical health issues due to drugs,-8,Skipped
V1364,V1364 - DUD15: Physical health issues due to drugs,-2,Refusal
V1364,V1364 - DUD15: Physical health issues due to drugs,-1,Don't Know
V1364,V1364 - DUD15: Physical health issues due to drugs,1,Yes
V1364,V1364 - DUD15: Physical health issues due to drugs,2,No
V1365,V1365 - DUD16: Continued using even with physical problems,-9,Response missing due to CAPI issue
V1365,V1365 - DUD16: Continued using even with physical problems,-8,Skipped
V1365,V1365 - DUD16: Continued using even with physical problems,-2,Refusal
V1365,V1365 - DUD16: Continued using even with physical problems,-1,Don't Know
V1365,V1365 - DUD16: Continued using even with physical problems,1,Yes
V1365,V1365 - DUD16: Continued using even with physical problems,2,No
V1366,V1366 - DUD17: Gave up on important activities,-9,Response missing due to CAPI issue
V1366,V1366 - DUD17: Gave up on important activities,-8,Skipped
V1366,V1366 - DUD17: Gave up on important activities,-2,Refusal
V1366,V1366 - DUD17: Gave up on important activities,-1,Don't Know
V1366,V1366 - DUD17: Gave up on important activities,1,Yes
V1366,V1366 - DUD17: Gave up on important activities,2,No
V1367,V1367 - DUD18: Problems at home/school/work from using drugs,-9,Response missing due to CAPI issue
V1367,V1367 - DUD18: Problems at home/school/work from using drugs,-8,Skipped
V1367,V1367 - DUD18: Problems at home/school/work from using drugs,-2,Refusal
V1367,V1367 - DUD18: Problems at home/school/work from using drugs,-1,Don't Know
V1367,V1367 - DUD18: Problems at home/school/work from using drugs,1,Yes
V1367,V1367 - DUD18: Problems at home/school/work from using drugs,2,No
V1368,V1368 - DUD19: Regular usage resulted in physical danger,-9,Response missing due to CAPI issue
V1368,V1368 - DUD19: Regular usage resulted in physical danger,-8,Skipped
V1368,V1368 - DUD19: Regular usage resulted in physical danger,-2,Refusal
V1368,V1368 - DUD19: Regular usage resulted in physical danger,-1,Don't Know
V1368,V1368 - DUD19: Regular usage resulted in physical danger,1,Yes
V1368,V1368 - DUD19: Regular usage resulted in physical danger,2,No
V1369,V1369 - DUD20: Repeated trouble with the law,-9,Response missing due to CAPI issue
V1369,V1369 - DUD20: Repeated trouble with the law,-8,Skipped
V1369,V1369 - DUD20: Repeated trouble with the law,-2,Refusal
V1369,V1369 - DUD20: Repeated trouble with the law,-1,Don't Know
V1369,V1369 - DUD20: Repeated trouble with the law,1,Yes
V1369,V1369 - DUD20: Repeated trouble with the law,2,No
V1370,V1370 - DUD21: Problems with family/friends,-9,Response missing due to CAPI issue
V1370,V1370 - DUD21: Problems with family/friends,-8,Skipped
V1370,V1370 - DUD21: Problems with family/friends,-2,Refusal
V1370,V1370 - DUD21: Problems with family/friends,-1,Don't Know
V1370,V1370 - DUD21: Problems with family/friends,1,Yes
V1370,V1370 - DUD21: Problems with family/friends,2,No
V1371,V1371 - DUD22: Continued to use drugs despite family problems,-9,Response missing due to CAPI issue
V1371,V1371 - DUD22: Continued to use drugs despite family problems,-8,Skipped
V1371,V1371 - DUD22: Continued to use drugs despite family problems,-2,Refusal
V1371,V1371 - DUD22: Continued to use drugs despite family problems,-1,Don't Know
V1371,V1371 - DUD22: Continued to use drugs despite family problems,1,Yes
V1371,V1371 - DUD22: Continued to use drugs despite family problems,2,No
V1372,V1372 - DU_END: Section 7 Drug Use End Flag (CAPI variable),-9,Response missing due to CAPI issue
V1372,V1372 - DU_END: Section 7 Drug Use End Flag (CAPI variable),-8,Skipped
V1372,V1372 - DU_END: Section 7 Drug Use End Flag (CAPI variable),-2,Refusal
V1372,V1372 - DU_END: Section 7 Drug Use End Flag (CAPI variable),-1,Don't Know
V1372,V1372 - DU_END: Section 7 Drug Use End Flag (CAPI variable),1,Yes
V1373,V1373 - DTX_BGN: Section 8 Drug and Alcohol Treatment Begin Flag (CAPI variable),-9,Response missing due to CAPI issue
V1373,V1373 - DTX_BGN: Section 8 Drug and Alcohol Treatment Begin Flag (CAPI variable),-8,Skipped
V1373,V1373 - DTX_BGN: Section 8 Drug and Alcohol Treatment Begin Flag (CAPI variable),-2,Refusal
V1373,V1373 - DTX_BGN: Section 8 Drug and Alcohol Treatment Begin Flag (CAPI variable),-1,Don't Know
V1373,V1373 - DTX_BGN: Section 8 Drug and Alcohol Treatment Begin Flag (CAPI variable),1,Yes
V1374,V1374 - DTX1: Ever received treatment for alcohol/drug usage,-9,Response missing due to CAPI issue
V1374,V1374 - DTX1: Ever received treatment for alcohol/drug usage,-8,Skipped
V1374,V1374 - DTX1: Ever received treatment for alcohol/drug usage,-2,Refusal
V1374,V1374 - DTX1: Ever received treatment for alcohol/drug usage,-1,Don't Know
V1374,V1374 - DTX1: Ever received treatment for alcohol/drug usage,1,Yes
V1374,V1374 - DTX1: Ever received treatment for alcohol/drug usage,2,No
V1375,V1375 - DTX2a: Received treatment for alcohol/drug usage since admission to prison,-9,Response missing due to CAPI issue
V1375,V1375 - DTX2a: Received treatment for alcohol/drug usage since admission to prison,-8,Skipped
V1375,V1375 - DTX2a: Received treatment for alcohol/drug usage since admission to prison,-2,Refusal
V1375,V1375 - DTX2a: Received treatment for alcohol/drug usage since admission to prison,-1,Don't Know
V1375,V1375 - DTX2a: Received treatment for alcohol/drug usage since admission to prison,1,Yes
V1375,V1375 - DTX2a: Received treatment for alcohol/drug usage since admission to prison,2,No
V1376,V1376 - DTX2b: Received treatment for alcohol/drug usage while in prison or jail,-9,Response missing due to CAPI issue
V1376,V1376 - DTX2b: Received treatment for alcohol/drug usage while in prison or jail,-8,Skipped
V1376,V1376 - DTX2b: Received treatment for alcohol/drug usage while in prison or jail,-2,Refusal
V1376,V1376 - DTX2b: Received treatment for alcohol/drug usage while in prison or jail,-1,Don't Know
V1376,V1376 - DTX2b: Received treatment for alcohol/drug usage while in prison or jail,1,Yes
V1376,V1376 - DTX2b: Received treatment for alcohol/drug usage while in prison or jail,2,No
V1377,V1377 - DTX2c: Received treatment for alcohol/drug usage while on probation/parole,-9,Response missing due to CAPI issue
V1377,V1377 - DTX2c: Received treatment for alcohol/drug usage while on probation/parole,-8,Skipped
V1377,V1377 - DTX2c: Received treatment for alcohol/drug usage while on probation/parole,-2,Refusal
V1377,V1377 - DTX2c: Received treatment for alcohol/drug usage while on probation/parole,-1,Don't Know
V1377,V1377 - DTX2c: Received treatment for alcohol/drug usage while on probation/parole,1,Yes
V1377,V1377 - DTX2c: Received treatment for alcohol/drug usage while on probation/parole,2,No
V1378,V1378 - DTX2d: Received treatment for alcohol/drug usage while living in the community,-9,Response missing due to CAPI issue
V1378,V1378 - DTX2d: Received treatment for alcohol/drug usage while living in the community,-8,Skipped
V1378,V1378 - DTX2d: Received treatment for alcohol/drug usage while living in the community,-2,Refusal
V1378,V1378 - DTX2d: Received treatment for alcohol/drug usage while living in the community,-1,Don't Know
V1378,V1378 - DTX2d: Received treatment for alcohol/drug usage while living in the community,1,Yes
V1378,V1378 - DTX2d: Received treatment for alcohol/drug usage while living in the community,2,No
V1379,"V1379 - DTX3a: Was treatment for alcohol only, drug use only, or both",-9,Response missing due to CAPI issue
V1379,"V1379 - DTX3a: Was treatment for alcohol only, drug use only, or both",-8,Skipped
V1379,"V1379 - DTX3a: Was treatment for alcohol only, drug use only, or both",-2,Refusal
V1379,"V1379 - DTX3a: Was treatment for alcohol only, drug use only, or both",-1,Don't Know
V1379,"V1379 - DTX3a: Was treatment for alcohol only, drug use only, or both",1,Alcohol Use Only
V1379,"V1379 - DTX3a: Was treatment for alcohol only, drug use only, or both",2,Drug Use Only
V1379,"V1379 - DTX3a: Was treatment for alcohol only, drug use only, or both",3,Both Alcohol and Drug Use
V1380,"V1380 - DTX3b: Have you received treatment for alcohol only, drug use only, or both since your admission to prison",-9,Response missing due to CAPI issue
V1380,"V1380 - DTX3b: Have you received treatment for alcohol only, drug use only, or both since your admission to prison",-8,Skipped
V1380,"V1380 - DTX3b: Have you received treatment for alcohol only, drug use only, or both since your admission to prison",-2,Refusal
V1380,"V1380 - DTX3b: Have you received treatment for alcohol only, drug use only, or both since your admission to prison",-1,Don't Know
V1380,"V1380 - DTX3b: Have you received treatment for alcohol only, drug use only, or both since your admission to prison",1,Alcohol Use Only
V1380,"V1380 - DTX3b: Have you received treatment for alcohol only, drug use only, or both since your admission to prison",2,Drug Use Only
V1380,"V1380 - DTX3b: Have you received treatment for alcohol only, drug use only, or both since your admission to prison",3,Both Alcohol and Drug Use
V1381,V1381 - DTX4a: Ever received treatment from detoxification unit,-9,Response missing due to CAPI issue
V1381,V1381 - DTX4a: Ever received treatment from detoxification unit,-8,Skipped
V1381,V1381 - DTX4a: Ever received treatment from detoxification unit,-2,Refusal
V1381,V1381 - DTX4a: Ever received treatment from detoxification unit,-1,Don't Know
V1381,V1381 - DTX4a: Ever received treatment from detoxification unit,1,Yes
V1381,V1381 - DTX4a: Ever received treatment from detoxification unit,2,No
V1382,V1382 - DTX4b: Ever received treatment from program with special living facility,-9,Response missing due to CAPI issue
V1382,V1382 - DTX4b: Ever received treatment from program with special living facility,-8,Skipped
V1382,V1382 - DTX4b: Ever received treatment from program with special living facility,-2,Refusal
V1382,V1382 - DTX4b: Ever received treatment from program with special living facility,-1,Don't Know
V1382,V1382 - DTX4b: Ever received treatment from program with special living facility,1,Yes
V1382,V1382 - DTX4b: Ever received treatment from program with special living facility,2,No
V1383,V1383 - DTX4c: Ever received treatment from counseling while not in special living facility,-9,Response missing due to CAPI issue
V1383,V1383 - DTX4c: Ever received treatment from counseling while not in special living facility,-8,Skipped
V1383,V1383 - DTX4c: Ever received treatment from counseling while not in special living facility,-2,Refusal
V1383,V1383 - DTX4c: Ever received treatment from counseling while not in special living facility,-1,Don't Know
V1383,V1383 - DTX4c: Ever received treatment from counseling while not in special living facility,1,Yes
V1383,V1383 - DTX4c: Ever received treatment from counseling while not in special living facility,2,No
V1384,V1384 - DTX4d: Ever received treatment from self-help or peer group counseling,-9,Response missing due to CAPI issue
V1384,V1384 - DTX4d: Ever received treatment from self-help or peer group counseling,-8,Skipped
V1384,V1384 - DTX4d: Ever received treatment from self-help or peer group counseling,-2,Refusal
V1384,V1384 - DTX4d: Ever received treatment from self-help or peer group counseling,-1,Don't Know
V1384,V1384 - DTX4d: Ever received treatment from self-help or peer group counseling,1,Yes
V1384,V1384 - DTX4d: Ever received treatment from self-help or peer group counseling,2,No
V1385,V1385 - DTX4e: Ever received treatment from education or awareness program,-9,Response missing due to CAPI issue
V1385,V1385 - DTX4e: Ever received treatment from education or awareness program,-8,Skipped
V1385,V1385 - DTX4e: Ever received treatment from education or awareness program,-2,Refusal
V1385,V1385 - DTX4e: Ever received treatment from education or awareness program,-1,Don't Know
V1385,V1385 - DTX4e: Ever received treatment from education or awareness program,1,Yes
V1385,V1385 - DTX4e: Ever received treatment from education or awareness program,2,No
V1386,V1386 - DTX4f: Ever received treatment from a maintenance drug,-9,Response missing due to CAPI issue
V1386,V1386 - DTX4f: Ever received treatment from a maintenance drug,-8,Skipped
V1386,V1386 - DTX4f: Ever received treatment from a maintenance drug,-2,Refusal
V1386,V1386 - DTX4f: Ever received treatment from a maintenance drug,-1,Don't Know
V1386,V1386 - DTX4f: Ever received treatment from a maintenance drug,1,Yes
V1386,V1386 - DTX4f: Ever received treatment from a maintenance drug,2,No
V1387,V1387 - DTX4g: Ever received treatment from some other program,-9,Response missing due to CAPI issue
V1387,V1387 - DTX4g: Ever received treatment from some other program,-8,Skipped
V1387,V1387 - DTX4g: Ever received treatment from some other program,-2,Refusal
V1387,V1387 - DTX4g: Ever received treatment from some other program,-1,Don't Know
V1387,V1387 - DTX4g: Ever received treatment from some other program,1,Yes
V1387,V1387 - DTX4g: Ever received treatment from some other program,2,No
V1388,"V1388 - DTX5a: Since admission to prison, received treatment from detoxification unit",-9,Response missing due to CAPI issue
V1388,"V1388 - DTX5a: Since admission to prison, received treatment from detoxification unit",-8,Skipped
V1388,"V1388 - DTX5a: Since admission to prison, received treatment from detoxification unit",-2,Refusal
V1388,"V1388 - DTX5a: Since admission to prison, received treatment from detoxification unit",-1,Don't Know
V1388,"V1388 - DTX5a: Since admission to prison, received treatment from detoxification unit",1,Yes
V1388,"V1388 - DTX5a: Since admission to prison, received treatment from detoxification unit",2,No
V1389,"V1389 - DTX5b: Since admission to prison, received treatment from program with special living facility",-9,Response missing due to CAPI issue
V1389,"V1389 - DTX5b: Since admission to prison, received treatment from program with special living facility",-8,Skipped
V1389,"V1389 - DTX5b: Since admission to prison, received treatment from program with special living facility",-2,Refusal
V1389,"V1389 - DTX5b: Since admission to prison, received treatment from program with special living facility",-1,Don't Know
V1389,"V1389 - DTX5b: Since admission to prison, received treatment from program with special living facility",1,Yes
V1389,"V1389 - DTX5b: Since admission to prison, received treatment from program with special living facility",2,No
V1390,"V1390 - DTX5c: Since admission to prison, received treatment from counseling while not in special living facility",-9,Response missing due to CAPI issue
V1390,"V1390 - DTX5c: Since admission to prison, received treatment from counseling while not in special living facility",-8,Skipped
V1390,"V1390 - DTX5c: Since admission to prison, received treatment from counseling while not in special living facility",-2,Refusal
V1390,"V1390 - DTX5c: Since admission to prison, received treatment from counseling while not in special living facility",-1,Don't Know
V1390,"V1390 - DTX5c: Since admission to prison, received treatment from counseling while not in special living facility",1,Yes
V1390,"V1390 - DTX5c: Since admission to prison, received treatment from counseling while not in special living facility",2,No
V1391,"V1391 - DTX5d: Since admission to prison, received treatment from self-help group or peer group",-9,Response missing due to CAPI issue
V1391,"V1391 - DTX5d: Since admission to prison, received treatment from self-help group or peer group",-8,Skipped
V1391,"V1391 - DTX5d: Since admission to prison, received treatment from self-help group or peer group",-2,Refusal
V1391,"V1391 - DTX5d: Since admission to prison, received treatment from self-help group or peer group",-1,Don't Know
V1391,"V1391 - DTX5d: Since admission to prison, received treatment from self-help group or peer group",1,Yes
V1391,"V1391 - DTX5d: Since admission to prison, received treatment from self-help group or peer group",2,No
V1392,"V1392 - DTX5e: Since admission to prison, received treatment from an education or awareness program",-9,Response missing due to CAPI issue
V1392,"V1392 - DTX5e: Since admission to prison, received treatment from an education or awareness program",-8,Skipped
V1392,"V1392 - DTX5e: Since admission to prison, received treatment from an education or awareness program",-2,Refusal
V1392,"V1392 - DTX5e: Since admission to prison, received treatment from an education or awareness program",-1,Don't Know
V1392,"V1392 - DTX5e: Since admission to prison, received treatment from an education or awareness program",1,Yes
V1392,"V1392 - DTX5e: Since admission to prison, received treatment from an education or awareness program",2,No
V1393,"V1393 - DTX5f: Since admission to prison, received treatment from a maintenance drug",-9,Response missing due to CAPI issue
V1393,"V1393 - DTX5f: Since admission to prison, received treatment from a maintenance drug",-8,Skipped
V1393,"V1393 - DTX5f: Since admission to prison, received treatment from a maintenance drug",-2,Refusal
V1393,"V1393 - DTX5f: Since admission to prison, received treatment from a maintenance drug",-1,Don't Know
V1393,"V1393 - DTX5f: Since admission to prison, received treatment from a maintenance drug",1,Yes
V1393,"V1393 - DTX5f: Since admission to prison, received treatment from a maintenance drug",2,No
V1394,"V1394 - DTX5g: Since admission to prison, received treatment from some other program",-9,Response missing due to CAPI issue
V1394,"V1394 - DTX5g: Since admission to prison, received treatment from some other program",-8,Skipped
V1394,"V1394 - DTX5g: Since admission to prison, received treatment from some other program",-2,Refusal
V1394,"V1394 - DTX5g: Since admission to prison, received treatment from some other program",-1,Don't Know
V1394,"V1394 - DTX5g: Since admission to prison, received treatment from some other program",1,Yes
V1394,"V1394 - DTX5g: Since admission to prison, received treatment from some other program",2,No
V1395,V1395 - DTX_END: Section 8 Drug and Alcohol Treatment End Flag (CAPI variable),-9,Response missing due to CAPI issue
V1395,V1395 - DTX_END: Section 8 Drug and Alcohol Treatment End Flag (CAPI variable),-8,Skipped
V1395,V1395 - DTX_END: Section 8 Drug and Alcohol Treatment End Flag (CAPI variable),-2,Refusal
V1395,V1395 - DTX_END: Section 8 Drug and Alcohol Treatment End Flag (CAPI variable),-1,Don't Know
V1395,V1395 - DTX_END: Section 8 Drug and Alcohol Treatment End Flag (CAPI variable),1,Yes
V1396,V1396 - RV_BGN: Section 9 Rule Violations Begin Flag (CAPI variable),-9,Response missing due to CAPI issue
V1396,V1396 - RV_BGN: Section 9 Rule Violations Begin Flag (CAPI variable),-8,Skipped
V1396,V1396 - RV_BGN: Section 9 Rule Violations Begin Flag (CAPI variable),-2,Refusal
V1396,V1396 - RV_BGN: Section 9 Rule Violations Begin Flag (CAPI variable),-1,Don't Know
V1396,V1396 - RV_BGN: Section 9 Rule Violations Begin Flag (CAPI variable),1,Yes
V1397,V1397 - RV1: # of write ups since admission to prison,-9,Response missing due to CAPI issue
V1397,V1397 - RV1: # of write ups since admission to prison,-8,Skipped
V1397,V1397 - RV1: # of write ups since admission to prison,-2,Refusal
V1397,V1397 - RV1: # of write ups since admission to prison,-1,Don't Know
V1398,V1398 - RV2: # of write ups in past 12 months,-9,Response missing due to CAPI issue
V1398,V1398 - RV2: # of write ups in past 12 months,-8,Skipped
V1398,V1398 - RV2: # of write ups in past 12 months,-2,Refusal
V1398,V1398 - RV2: # of write ups in past 12 months,-1,Don't Know
V1399,V1399 - RV3a: # of write ups for drug/alcohol violation in past 12 months,-9,Response missing due to CAPI issue
V1399,V1399 - RV3a: # of write ups for drug/alcohol violation in past 12 months,-8,Skipped
V1399,V1399 - RV3a: # of write ups for drug/alcohol violation in past 12 months,-2,Refusal
